transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,merchant_category,is_international,card_present,risk_score
TXN00000278,ACC000996,2024-12-18,DEPOSIT,577.57,37051.9,Entertainment,0,1,61.97
TXN00000279,ACC000696,2024-01-27,TRANSFER,15.0,43128.93,Transport,0,0,28.59
TXN00000280,ACC000591,2024-05-12,WITHDRAWAL,4.86,17329.2,Other,0,1,91.72
TXN00000281,ACC000979,2024-01-23,PAYMENT,207.49,17060.8,Utilities,1,1,78.1
TXN00000282,ACC000015,2024-02-26,DEPOSIT,3453.23,45007.58,Grocery,0,1,24.33
TXN00000283,ACC000380,2024-01-25,DEPOSIT,10.83,2584.53,Transport,0,0,94.88
TXN00000284,ACC000834,2024-06-04,TRANSFER,631.47,17574.45,Utilities,0,1,35.72
TXN00000285,ACC000373,2024-02-08,WITHDRAWAL,8.45,6021.76,Transport,0,0,65.19
TXN00000286,ACC000017,2024-05-15,PAYMENT,43.6,1546.13,Other,0,1,74.29
TXN00000287,ACC000310,2024-06-17,DEPOSIT,47.55,5732.18,Utilities,0,1,2.29
TXN00000288,ACC000919,2024-12-18,PAYMENT,11.43,21619.16,Entertainment,0,1,95.9
TXN00000289,ACC000315,2024-11-09,TRANSFER,314.44,34379.11,Utilities,0,1,34.44
TXN00000290,ACC000515,2024-07-13,WITHDRAWAL,2.51,14535.19,Healthcare,0,1,18.98
TXN00000291,ACC000839,2024-05-18,TRANSFER,80.65,42498.8,Grocery,0,1,85.07
TXN00000292,ACC000889,2024-12-23,PAYMENT,467.93,21937.02,Other,0,0,70.29
TXN00000293,ACC000128,2024-03-28,TRANSFER,266.22,48414.58,Utilities,0,0,8.67
TXN00000294,ACC000717,2024-03-11,PAYMENT,145.83,47712.37,Other,0,1,11.7
TXN00000295,ACC000512,2024-10-25,DEPOSIT,1300.62,38686.48,Transport,0,1,71.52
TXN00000296,ACC000665,2024-08-23,DEPOSIT,35.19,46627.03,Transport,0,0,7.48
TXN00000297,ACC000467,2024-03-02,TRANSFER,2.59,35384.09,Utilities,0,1,91.72
TXN00000298,ACC000424,2024-03-05,DEPOSIT,71.55,44789.6,Healthcare,0,1,74.15
TXN00000299,ACC000421,2024-06-12,PAYMENT,42.46,11900.04,Utilities,0,1,33.55
TXN00000300,ACC000361,2024-03-16,DEPOSIT,0.79,17336.47,Entertainment,0,0,36.29
TXN00000301,ACC000361,2024-10-26,WITHDRAWAL,5.75,37671.21,Healthcare,0,1,50.65
TXN00000302,ACC000849,2024-07-30,WITHDRAWAL,4.46,21285.61,Other,1,0,36.1
TXN00000303,ACC000556,2024-11-22,TRANSFER,10.71,41882.64,Utilities,0,0,78.35
TXN00000304,ACC000437,2024-08-16,TRANSFER,27.05,43894.18,Other,0,1,97.47
TXN00000305,ACC000536,2024-12-08,TRANSFER,29.2,15056.5,Grocery,0,1,58.45
TXN00000306,ACC000998,2024-03-03,TRANSFER,11.5,41190.2,Healthcare,0,1,44.6
TXN00000307,ACC000784,2024-09-24,PAYMENT,4.45,7797.79,Utilities,0,0,22.28
TXN00000308,ACC000344,2024-09-27,PAYMENT,116.15,16776.42,Grocery,0,1,65.34
TXN00000309,ACC000117,2024-05-03,WITHDRAWAL,68.93,25946.45,Utilities,1,0,68.56
TXN00000310,ACC000949,2024-10-22,PAYMENT,73.21,11399.54,Entertainment,1,1,68.52
TXN00000311,ACC000181,2024-09-01,DEPOSIT,1916.05,29005.46,Transport,1,1,2.7
TXN00000312,ACC000470,2024-12-04,WITHDRAWAL,75.62,28976.88,Other,0,1,89.91
TXN00000313,ACC000439,2024-09-07,TRANSFER,26.22,10424.45,Utilities,1,1,33.81
TXN00000314,ACC000383,2024-05-23,TRANSFER,44.19,39802.5,Healthcare,0,1,74.42
TXN00000315,ACC000182,2024-06-13,PAYMENT,66.53,31619.06,Utilities,0,1,75.98
TXN00000316,ACC000567,2024-09-04,WITHDRAWAL,187.09,15956.25,Utilities,0,1,65.06
TXN00000317,ACC000610,2024-04-25,PAYMENT,49.93,11686.02,Utilities,0,0,39.49
TXN00000318,ACC000167,2024-02-17,PAYMENT,1.12,43949.63,Utilities,0,1,60.84
TXN00000319,ACC000556,2024-05-15,PAYMENT,22.79,41803.54,Healthcare,0,1,4.02
TXN00000320,ACC000447,2024-05-31,WITHDRAWAL,54.76,11565.06,Healthcare,0,0,76.19
TXN00000321,ACC000391,2024-12-30,TRANSFER,741.3,1876.7,Utilities,1,1,9.96
TXN00000322,ACC000292,2024-02-12,DEPOSIT,11.34,40246.18,Transport,0,0,39.68
TXN00000323,ACC000866,2024-06-29,TRANSFER,2.07,30813.88,Utilities,0,1,10.36
TXN00000324,ACC000676,2024-10-12,WITHDRAWAL,62.1,5134.01,Other,0,1,83.71
TXN00000325,ACC000706,2024-05-04,TRANSFER,308.73,29409.17,Other,1,1,55.03
TXN00000326,ACC000697,2024-12-03,TRANSFER,24.86,22663.92,Healthcare,0,0,69.1
TXN00000327,ACC000448,2024-11-27,DEPOSIT,6413.11,38750.06,Other,0,0,68.26
TXN00000328,ACC000650,2024-04-15,TRANSFER,4003.79,10533.33,Other,1,0,84.16
TXN00000329,ACC000291,2024-12-21,TRANSFER,47.23,22712.52,Entertainment,0,0,13.26
TXN00000330,ACC000719,2024-02-09,TRANSFER,79.31,7896.58,Utilities,0,1,65.97
TXN00000331,ACC000636,2024-02-08,PAYMENT,843.42,47880.61,Utilities,0,1,57.51
TXN00000332,ACC000961,2024-09-10,WITHDRAWAL,45.62,38959.03,Utilities,0,1,3.09
TXN00000333,ACC000948,2024-01-31,WITHDRAWAL,10.93,36862.45,Utilities,0,1,20.14
TXN00000334,ACC000928,2024-04-18,DEPOSIT,323.07,34541.31,Grocery,0,1,26.76
TXN00000335,ACC000878,2024-01-07,PAYMENT,138.22,21224.49,Utilities,1,1,7.26
TXN00000336,ACC000102,2024-12-09,PAYMENT,10.86,46171.79,Healthcare,1,0,35.47
TXN00000337,ACC000090,2024-04-20,TRANSFER,95.42,3738.56,Healthcare,0,1,2.72
TXN00000338,ACC000826,2024-08-27,WITHDRAWAL,39.64,40182.63,Grocery,0,1,55.32
TXN00000339,ACC000858,2024-07-16,DEPOSIT,25.27,10840.11,Utilities,1,1,21.15
TXN00000340,ACC000107,2024-04-06,PAYMENT,11.34,16268.99,Transport,0,1,28.7
TXN00000341,ACC000092,2024-09-06,TRANSFER,69.6,26019.54,Utilities,0,1,91.05
TXN00000342,ACC000666,2024-02-23,DEPOSIT,32.08,39154.49,Healthcare,0,0,50.28
TXN00000343,ACC000017,2024-06-23,PAYMENT,96.49,41942.89,Entertainment,0,1,26.9
TXN00000344,ACC000632,2024-04-16,DEPOSIT,281.37,29228.24,Other,0,0,59.85
TXN00000345,ACC000955,2024-10-29,PAYMENT,86.76,20211.47,Entertainment,0,1,20.17
TXN00000346,ACC000422,2024-09-27,DEPOSIT,89.78,47330.47,Transport,0,1,7.44
TXN00000347,ACC000107,2024-09-20,PAYMENT,18.5,12401.41,Utilities,1,1,2.09
TXN00000348,ACC000509,2024-06-09,PAYMENT,571.76,40174.42,Grocery,0,1,95.15
TXN00000349,ACC000768,2024-06-08,DEPOSIT,10.0,30641.28,Utilities,0,1,72.46
TXN00000350,ACC000770,2024-12-28,PAYMENT,2.17,18907.06,Transport,1,1,79.99
TXN00000351,ACC000639,2024-08-20,PAYMENT,6.41,168.26,Transport,0,0,98.09
TXN00000352,ACC000950,2024-12-01,PAYMENT,432.04,22385.31,Other,0,1,93.16
TXN00000353,ACC000558,2024-03-19,DEPOSIT,136.7,13908.33,Transport,0,0,73.69
TXN00000354,ACC000103,2024-09-15,DEPOSIT,752.86,5306.9,Entertainment,0,0,69.4
TXN00000355,ACC000649,2024-02-24,PAYMENT,3.87,3850.41,Other,0,0,33.68
TXN00000356,ACC000455,2024-03-07,PAYMENT,5655.8,17443.16,Utilities,0,1,10.4
TXN00000357,ACC000516,2024-04-22,DEPOSIT,30.96,30776.39,Utilities,0,0,57.37
TXN00000358,ACC000596,2024-07-05,TRANSFER,1.61,41892.21,Grocery,1,1,57.63
TXN00000359,ACC000826,2024-07-16,PAYMENT,4409.72,9259.81,Transport,0,1,95.22
TXN00000360,ACC000034,2024-08-19,TRANSFER,3.97,21289.73,Transport,0,1,44.26
TXN00000361,ACC000684,2024-11-13,DEPOSIT,24.64,19658.61,Healthcare,0,0,69.08
TXN00000362,ACC000297,2024-09-19,PAYMENT,36.18,25718.36,Other,0,1,57.5
TXN00000363,ACC000873,2024-04-13,TRANSFER,132.71,40498.4,Healthcare,0,1,17.68
TXN00000364,ACC000431,2024-07-23,DEPOSIT,11.22,27726.9,Other,0,1,59.21
TXN00000365,ACC000217,2024-04-06,TRANSFER,436.43,42348.08,Entertainment,0,1,54.01
TXN00000366,ACC000229,2024-02-05,WITHDRAWAL,246.48,25975.73,Other,0,1,49.39
TXN00000367,ACC000796,2024-05-22,DEPOSIT,56.72,30231.98,Utilities,0,0,51.34
TXN00000368,ACC000466,2024-08-04,WITHDRAWAL,771.75,21925.42,Grocery,0,1,16.4
TXN00000369,ACC000565,2024-03-25,DEPOSIT,47.67,41172.47,Other,1,0,46.35
TXN00000370,ACC000391,2024-12-17,DEPOSIT,31.46,46198.98,Other,0,1,60.57
TXN00000371,ACC000118,2024-06-06,PAYMENT,2969.67,31993.32,Other,0,1,48.94
TXN00000372,ACC000201,2024-10-22,WITHDRAWAL,98.64,41057.04,Grocery,0,1,48.87
TXN00000373,ACC000877,2024-11-27,WITHDRAWAL,7.6,3044.27,Transport,0,0,7.75
TXN00000374,ACC000481,2024-02-22,WITHDRAWAL,9.97,45314.98,Grocery,0,1,19.08
TXN00000375,ACC000974,2024-03-16,DEPOSIT,56.71,9527.36,Transport,0,1,32.1
TXN00000376,ACC000128,2024-08-24,WITHDRAWAL,0.45,12900.37,Utilities,0,0,41.93
TXN00000377,ACC000360,2024-02-24,WITHDRAWAL,15.39,2761.17,Grocery,0,1,59.39
TXN00000378,ACC000991,2024-02-26,PAYMENT,44.67,48273.47,Transport,0,1,86.33
TXN00000379,ACC000813,2024-05-03,TRANSFER,39.08,42615.34,Utilities,0,1,15.92
TXN00000380,ACC000936,2024-01-09,TRANSFER,4.42,45667.91,Utilities,0,0,1.51
TXN00000381,ACC000476,2024-08-23,WITHDRAWAL,22.26,42376.09,Transport,0,0,44.92
TXN00000382,ACC000423,2024-04-05,WITHDRAWAL,578.02,24028.57,Transport,0,0,43.21
TXN00000383,ACC000930,2024-05-16,WITHDRAWAL,382.34,46211.69,Entertainment,1,0,55.19
TXN00000384,ACC000841,2024-01-15,WITHDRAWAL,66.1,48476.69,Utilities,0,1,83.32
TXN00000385,ACC000661,2024-08-31,TRANSFER,47.57,25178.09,Transport,0,1,80.24
TXN00000386,ACC000721,2024-12-04,PAYMENT,39.52,8863.68,Utilities,1,1,10.0
TXN00000387,ACC000804,2024-09-28,DEPOSIT,87.59,32965.26,Grocery,0,1,93.4
TXN00000388,ACC000759,2024-08-19,WITHDRAWAL,67.03,48774.37,Healthcare,0,0,11.04
TXN00000389,ACC000406,2024-06-29,WITHDRAWAL,104.41,43620.13,Healthcare,0,1,63.46
TXN00000390,ACC000008,2024-05-15,TRANSFER,148.95,43104.58,Other,0,1,67.24
TXN00000391,ACC000963,2024-03-01,WITHDRAWAL,4.84,46697.52,Transport,0,1,67.99
TXN00000392,ACC000384,2024-10-08,PAYMENT,29.35,44708.22,Transport,1,0,26.54
TXN00000393,ACC000801,2024-02-13,PAYMENT,81.11,38836.46,Utilities,0,1,33.03
TXN00000394,ACC000230,2024-06-30,WITHDRAWAL,7.91,35941.81,Other,0,1,54.87
TXN00000395,ACC000520,2024-08-08,TRANSFER,14.19,13311.88,Transport,0,1,19.96
TXN00000396,ACC000291,2024-04-18,WITHDRAWAL,35.31,31104.87,Utilities,0,0,2.03
TXN00000397,ACC000275,2024-03-18,WITHDRAWAL,38.95,26122.28,Transport,0,0,56.21
TXN00000398,ACC000901,2024-07-22,TRANSFER,84.2,43111.01,Utilities,0,1,46.53
TXN00000399,ACC000675,2024-09-14,PAYMENT,10.01,24636.46,Transport,0,1,65.67
TXN00000400,ACC000271,2024-08-08,DEPOSIT,378.43,6474.36,Entertainment,0,0,14.67
TXN00000401,ACC000315,2024-09-17,WITHDRAWAL,38.32,348.13,Utilities,0,1,84.09
TXN00000402,ACC000859,2024-06-19,PAYMENT,73.0,33925.87,Entertainment,0,1,14.62
TXN00000403,ACC000925,2024-01-28,WITHDRAWAL,26.06,27540.43,Entertainment,0,1,89.13
TXN00000404,ACC000815,2024-08-13,DEPOSIT,87.47,16615.05,Entertainment,0,1,44.95
TXN00000405,ACC000932,2024-05-19,TRANSFER,1544.48,8531.71,Entertainment,1,1,54.98
TXN00000406,ACC000425,2024-07-08,PAYMENT,25.58,23389.09,Grocery,0,1,89.66
TXN00000407,ACC000690,2024-02-20,DEPOSIT,18.38,5104.29,Other,0,1,29.99
TXN00000408,ACC000248,2024-01-26,WITHDRAWAL,10.38,16871.81,Healthcare,0,0,18.18
TXN00000409,ACC000005,2024-11-28,DEPOSIT,48.46,19022.67,Grocery,0,0,44.58
TXN00000410,ACC000922,2024-07-14,PAYMENT,47.35,23334.37,Transport,0,1,24.44
TXN00000411,ACC000931,2024-08-04,TRANSFER,60.51,23384.38,Transport,0,1,52.78
TXN00000412,ACC000425,2024-04-09,WITHDRAWAL,139.28,12924.58,Other,0,1,27.53
TXN00000413,ACC000034,2024-05-30,TRANSFER,108.24,42525.53,Healthcare,1,1,86.45
TXN00000414,ACC000016,2024-04-06,TRANSFER,52.19,17841.62,Healthcare,1,0,60.73
TXN00000415,ACC000027,2024-07-25,DEPOSIT,2717.87,11556.41,Healthcare,0,1,0.02
TXN00000416,ACC000158,2024-03-31,DEPOSIT,217.32,8872.91,Entertainment,0,1,80.55
TXN00000417,ACC000810,2024-10-31,PAYMENT,6.18,16196.66,Grocery,1,1,33.02
TXN00000418,ACC000384,2024-05-21,PAYMENT,2.48,3470.89,Transport,0,0,32.02
TXN00000419,ACC000861,2024-09-28,TRANSFER,13.58,1742.09,Grocery,0,1,38.31
TXN00000420,ACC000837,2024-11-07,PAYMENT,74.09,30296.6,Grocery,0,1,63.03
TXN00000421,ACC000532,2024-09-09,TRANSFER,11.48,30995.44,Grocery,0,1,44.21
TXN00000422,ACC000840,2024-09-22,WITHDRAWAL,15.56,26526.45,Healthcare,0,1,62.86
TXN00000423,ACC000760,2024-08-09,TRANSFER,57.52,38138.03,Other,1,1,14.68
TXN00000424,ACC000615,2024-02-25,PAYMENT,27.55,2053.61,Other,1,1,97.02
TXN00000425,ACC000326,2024-12-14,PAYMENT,0.91,46805.06,Healthcare,0,1,72.96
TXN00000426,ACC000344,2024-01-26,TRANSFER,470.76,4843.75,Transport,0,1,25.02
TXN00000427,ACC000175,2024-11-26,DEPOSIT,295.87,33733.75,Transport,0,1,72.42
TXN00000428,ACC000983,2024-05-07,TRANSFER,4.18,6756.49,Transport,0,1,57.5
TXN00000429,ACC000586,2024-02-26,TRANSFER,61.18,44007.28,Other,0,0,10.92
TXN00000430,ACC000441,2024-04-22,DEPOSIT,5.85,25584.59,Other,0,0,17.82
TXN00000431,ACC000248,2024-02-28,WITHDRAWAL,16.16,4206.45,Grocery,0,1,4.13
TXN00000432,ACC000570,2024-01-28,DEPOSIT,144.36,30874.53,Healthcare,0,1,80.92
TXN00000433,ACC000997,2024-01-19,PAYMENT,275.92,554.59,Entertainment,1,1,55.17
TXN00000434,ACC000401,2024-10-21,DEPOSIT,263.3,38823.51,Grocery,1,0,31.67
TXN00000435,ACC000198,2024-05-16,PAYMENT,89.09,32564.19,Utilities,0,0,12.63
TXN00000436,ACC000632,2024-05-02,PAYMENT,699.53,10709.97,Other,0,0,48.4
TXN00000437,ACC000660,2024-02-03,TRANSFER,16.1,18800.07,Grocery,0,1,52.53
TXN00000438,ACC000403,2024-09-29,TRANSFER,25.1,489.55,Healthcare,0,1,70.19
TXN00000439,ACC000849,2024-02-21,WITHDRAWAL,0.3,34714.82,Utilities,1,1,96.99
TXN00000440,ACC000053,2024-05-21,PAYMENT,45.33,16201.14,Grocery,0,0,43.49
TXN00000441,ACC000821,2024-04-25,TRANSFER,174.06,28622.29,Healthcare,0,1,40.6
TXN00000442,ACC000955,2024-11-13,PAYMENT,96.59,47840.71,Healthcare,0,1,36.99
TXN00000443,ACC000592,2024-12-24,WITHDRAWAL,15.67,15043.39,Other,0,0,82.69
TXN00000444,ACC000440,2024-07-26,PAYMENT,295.61,49512.87,Entertainment,0,1,15.63
TXN00000445,ACC000132,2024-07-19,WITHDRAWAL,47.1,31673.15,Grocery,0,0,34.38
TXN00000446,ACC000962,2024-07-20,WITHDRAWAL,252.86,12180.22,Healthcare,0,1,72.5
TXN00000447,ACC000652,2024-02-21,WITHDRAWAL,144.36,21895.22,Transport,0,1,1.57
TXN00000448,ACC000400,2024-04-22,TRANSFER,942.95,37048.61,Healthcare,0,1,28.94
TXN00000449,ACC000746,2024-12-20,DEPOSIT,107.63,22379.25,Entertainment,0,0,64.14
TXN00000450,ACC000178,2024-05-17,DEPOSIT,184.91,3518.53,Healthcare,1,1,18.6
TXN00000451,ACC000413,2024-09-10,TRANSFER,46.83,8513.32,Other,0,1,30.27
TXN00000452,ACC000926,2024-04-15,PAYMENT,19.97,39585.76,Grocery,0,0,48.6
TXN00000453,ACC000326,2024-03-28,TRANSFER,145.69,32453.82,Other,0,1,42.2
TXN00000454,ACC000530,2024-04-14,PAYMENT,1102.64,28534.29,Grocery,0,1,10.6
TXN00000455,ACC000163,2024-06-26,WITHDRAWAL,15.93,8464.34,Utilities,0,1,93.82
TXN00000456,ACC000448,2024-11-22,TRANSFER,33.24,41904.1,Grocery,0,1,4.43
TXN00000457,ACC000237,2024-05-27,DEPOSIT,57.59,48040.93,Utilities,0,1,74.97
TXN00000458,ACC000102,2024-12-27,PAYMENT,214.82,2140.27,Other,0,1,7.14
TXN00000459,ACC000728,2024-11-01,TRANSFER,108.95,3993.79,Transport,0,1,46.73
TXN00000460,ACC000821,2024-05-27,TRANSFER,339.04,44247.75,Entertainment,0,0,17.54
TXN00000461,ACC000130,2024-01-02,PAYMENT,2829.4,40796.06,Transport,1,0,14.11
TXN00000462,ACC000517,2024-02-18,WITHDRAWAL,15.21,30934.93,Utilities,0,0,12.59
TXN00000463,ACC000122,2024-04-04,WITHDRAWAL,184.83,47253.76,Healthcare,0,1,45.28
TXN00000464,ACC000647,2024-09-14,WITHDRAWAL,103.68,32356.89,Healthcare,1,1,51.55
TXN00000465,ACC000591,2024-12-24,WITHDRAWAL,56.72,10877.67,Transport,0,1,13.34
TXN00000466,ACC000804,2024-11-14,PAYMENT,183.49,36459.25,Healthcare,0,1,97.94
TXN00000467,ACC000402,2024-09-01,DEPOSIT,32.02,32320.95,Utilities,0,1,25.78
TXN00000468,ACC000864,2024-06-05,TRANSFER,104.18,49288.66,Other,1,1,45.88
TXN00000469,ACC000781,2024-12-18,TRANSFER,4.01,10773.4,Entertainment,0,0,21.63
TXN00000470,ACC000643,2024-05-02,WITHDRAWAL,18.59,29934.46,Grocery,1,1,49.39
TXN00000471,ACC000939,2024-03-28,PAYMENT,443.65,39030.36,Utilities,0,1,75.6
TXN00000472,ACC000267,2024-06-10,DEPOSIT,410.82,17015.26,Utilities,0,1,52.11
TXN00000473,ACC000858,2024-12-14,DEPOSIT,91.73,19046.01,Grocery,0,0,28.56
TXN00000474,ACC000567,2024-02-05,TRANSFER,22.06,44406.3,Grocery,0,1,24.84
TXN00000475,ACC000163,2024-03-26,WITHDRAWAL,284.44,20269.32,Entertainment,0,1,75.89
TXN00000476,ACC000972,2024-04-05,TRANSFER,647.41,31274.17,Entertainment,0,1,11.82
TXN00000477,ACC000331,2024-06-19,TRANSFER,23.93,44472.98,Entertainment,0,1,37.0
TXN00000478,ACC000209,2024-08-21,DEPOSIT,2.97,10570.35,Healthcare,0,1,15.15
TXN00000479,ACC000096,2024-03-13,PAYMENT,134.06,49095.68,Utilities,0,0,25.8
TXN00000480,ACC000096,2024-01-07,DEPOSIT,339.52,35127.48,Other,0,0,15.27
TXN00000481,ACC000027,2024-12-07,TRANSFER,176.79,24856.47,Grocery,0,1,88.68
TXN00000482,ACC000448,2024-08-30,WITHDRAWAL,1249.07,21602.94,Utilities,0,0,73.19
TXN00000483,ACC000012,2024-08-07,WITHDRAWAL,1259.67,47722.79,Utilities,0,1,56.09
TXN00000484,ACC000644,2024-06-20,PAYMENT,29.64,10365.67,Entertainment,1,1,22.44
TXN00000485,ACC000789,2024-01-11,PAYMENT,81.29,15652.99,Entertainment,0,1,51.02
TXN00000486,ACC000608,2024-03-31,PAYMENT,20.23,15458.86,Utilities,0,0,52.08
TXN00000487,ACC000157,2024-05-15,TRANSFER,7.07,14521.42,Entertainment,0,1,59.04
TXN00000488,ACC000029,2024-02-09,TRANSFER,7.95,23480.05,Healthcare,0,1,6.01
TXN00000489,ACC000633,2024-03-28,PAYMENT,229.07,49460.04,Grocery,0,1,97.29
TXN00000490,ACC000725,2024-12-13,WITHDRAWAL,100.06,44450.46,Utilities,0,1,46.54
TXN00000491,ACC000557,2024-01-05,WITHDRAWAL,323.73,16464.68,Grocery,1,1,92.65
TXN00000492,ACC000943,2024-10-31,WITHDRAWAL,8632.1,21201.22,Healthcare,0,0,0.98
TXN00000493,ACC000996,2024-06-29,TRANSFER,148.37,33507.09,Entertainment,0,1,24.76
TXN00000494,ACC000081,2024-08-30,DEPOSIT,11.29,955.87,Transport,0,0,10.4
TXN00000495,ACC000586,2024-10-25,WITHDRAWAL,432.79,41025.67,Healthcare,0,1,76.96
TXN00000496,ACC000392,2024-01-01,WITHDRAWAL,10.88,44001.92,Transport,0,1,32.01
TXN00000497,ACC000026,2024-09-07,WITHDRAWAL,1802.04,42874.3,Grocery,0,1,84.05
TXN00000498,ACC000761,2024-05-06,PAYMENT,1.06,18815.21,Utilities,0,1,83.24
TXN00000499,ACC000752,2024-08-29,TRANSFER,18.3,23153.78,Entertainment,0,1,66.78
TXN00000500,ACC000134,2024-02-26,PAYMENT,189.48,718.18,Healthcare,0,1,66.58
