sensor_id,timestamp,temperature,humidity,pressure,light_level,motion_detected,battery_level,signal_strength,device_status
SENSOR_010,2026-01-24 01:29:09.938152,14.6,45.11,999.9,18,0,33.8,-64,Active
SENSOR_020,2026-01-24 07:49:09.938154,9.51,43.88,1011.91,871,0,21.4,-66,Active
SENSOR_041,2026-01-24 14:37:09.938156,16.73,73.22,1027.07,389,1,27.5,-50,Active
SENSOR_020,2026-01-24 10:26:09.938158,35.15,30.17,1013.26,387,0,31.8,-70,Error
SENSOR_047,2026-01-24 14:04:09.938160,24.39,40.06,1027.31,925,1,26.3,-77,Error
SENSOR_001,2026-01-24 08:06:09.938161,31.32,59.52,1027.88,614,0,91.8,-39,Idle
SENSOR_032,2026-01-24 03:35:09.938164,20.41,38.12,1003.72,94,0,92.9,-38,Active
SENSOR_040,2026-01-24 02:39:09.938165,19.66,79.29,1010.05,429,0,95.0,-71,Active
SENSOR_045,2026-01-24 06:48:09.938167,30.58,53.21,1019.58,794,0,96.8,-63,Error
SENSOR_013,2026-01-24 09:28:09.938169,23.88,59.87,997.62,940,1,59.3,-70,Active
SENSOR_008,2026-01-23 19:18:09.938171,17.22,38.02,1010.77,724,1,62.4,-68,Sleep
SENSOR_005,2026-01-24 03:24:09.938173,25.16,44.47,1018.46,36,0,30.5,-80,Active
SENSOR_001,2026-01-24 13:57:09.938175,28.25,60.73,1006.78,392,1,31.0,-35,Active
SENSOR_010,2026-01-24 11:54:09.938177,14.86,57.48,1018.88,572,0,81.8,-89,Sleep
SENSOR_039,2026-01-24 02:03:09.938178,24.32,69.22,1007.0,290,1,88.5,-71,Active
SENSOR_008,2026-01-24 07:01:09.938180,15.19,43.46,1006.89,873,1,82.8,-67,Sleep
SENSOR_034,2026-01-23 19:22:09.938182,27.98,62.68,1020.44,302,0,86.8,-36,Active
SENSOR_007,2026-01-24 14:02:09.938184,23.15,44.55,1026.68,755,0,42.1,-66,Sleep
SENSOR_016,2026-01-24 06:03:09.938186,25.15,59.34,1005.89,916,1,57.3,-54,Active
SENSOR_014,2026-01-23 18:07:09.938188,20.91,60.25,1000.89,400,0,56.7,-69,Idle
SENSOR_007,2026-01-24 04:19:09.938190,13.09,36.09,1012.63,822,1,99.6,-32,Active
SENSOR_031,2026-01-24 13:32:09.938191,19.79,57.43,1017.67,343,0,95.9,-67,Active
SENSOR_002,2026-01-24 01:24:09.938193,26.65,30.6,1005.79,862,0,67.9,-76,Active
SENSOR_033,2026-01-24 01:13:09.938195,31.97,55.06,1029.61,517,0,31.0,-79,Error
SENSOR_029,2026-01-23 21:24:09.938197,23.41,64.88,1011.53,376,0,40.7,-45,Active
SENSOR_026,2026-01-24 03:51:09.938199,18.57,33.64,1005.71,930,0,49.1,-60,Active
SENSOR_004,2026-01-23 18:27:09.938202,24.68,76.94,1032.32,817,0,89.9,-48,Sleep
SENSOR_008,2026-01-24 09:54:09.938204,26.2,52.94,1025.67,164,0,33.7,-60,Active
SENSOR_020,2026-01-24 16:55:09.938206,22.66,76.92,1005.73,12,1,37.6,-38,Active
SENSOR_026,2026-01-24 07:59:09.938208,22.36,35.37,1023.67,24,0,48.0,-61,Active
SENSOR_031,2026-01-24 08:46:09.938210,23.07,77.5,1006.44,735,1,94.2,-50,Sleep
SENSOR_012,2026-01-24 00:35:09.938213,22.22,35.46,1020.68,122,0,60.3,-71,Active
SENSOR_016,2026-01-24 10:34:09.938215,23.49,53.07,1030.77,128,0,71.7,-83,Active
SENSOR_035,2026-01-24 03:57:09.938217,31.14,76.9,1000.91,816,1,51.0,-47,Sleep
SENSOR_017,2026-01-24 15:50:09.938219,11.83,41.64,1007.62,633,0,35.1,-61,Idle
SENSOR_040,2026-01-23 22:43:09.938221,20.81,31.74,1007.84,546,1,37.8,-56,Active
SENSOR_044,2026-01-24 06:53:09.938223,17.34,69.66,1015.66,594,0,84.2,-70,Idle
SENSOR_029,2026-01-24 08:59:09.938225,27.9,59.79,1017.73,308,0,91.5,-44,Sleep
SENSOR_043,2026-01-23 18:52:09.938227,21.3,55.7,1012.11,435,1,59.4,-51,Active
SENSOR_040,2026-01-24 07:04:09.938229,24.8,31.72,996.18,181,0,48.6,-33,Idle
SENSOR_008,2026-01-24 03:52:09.938231,29.14,62.66,1000.69,587,0,84.6,-63,Active
SENSOR_028,2026-01-24 04:33:09.938233,16.59,38.58,1004.16,615,0,73.8,-52,Active
SENSOR_010,2026-01-24 02:49:09.938234,19.36,76.56,1018.6,743,1,23.3,-74,Active
SENSOR_041,2026-01-24 03:24:09.938236,28.62,64.29,999.05,814,1,48.1,-79,Active
SENSOR_002,2026-01-24 04:18:09.938238,16.39,65.35,1003.86,42,0,74.6,-39,Active
SENSOR_012,2026-01-24 09:01:09.938240,19.53,41.63,1001.66,403,1,65.9,-41,Idle
SENSOR_010,2026-01-24 16:03:09.938242,14.0,74.04,1016.41,928,1,98.2,-73,Active
SENSOR_048,2026-01-24 08:45:09.938244,28.82,56.89,1024.32,604,1,89.3,-44,Active
SENSOR_043,2026-01-24 01:20:09.938246,19.09,72.85,1014.54,655,0,24.8,-36,Active
SENSOR_016,2026-01-24 10:26:09.938247,23.76,43.55,1032.94,765,0,78.1,-63,Idle
SENSOR_011,2026-01-24 06:19:09.938249,25.38,67.77,1014.54,589,1,46.9,-31,Active
SENSOR_033,2026-01-23 20:11:09.938251,17.98,58.73,1012.06,262,0,74.6,-88,Active
SENSOR_048,2026-01-24 16:21:09.938253,12.48,32.42,1005.16,69,1,69.4,-40,Active
SENSOR_045,2026-01-24 07:23:09.938255,20.9,50.27,1015.03,660,0,60.2,-76,Idle
SENSOR_035,2026-01-24 02:38:09.938257,20.82,39.2,1004.73,291,0,88.2,-75,Active
SENSOR_013,2026-01-24 03:55:09.938259,21.7,47.96,1003.21,213,1,76.7,-69,Idle
SENSOR_031,2026-01-24 10:21:09.938260,21.73,49.17,1002.92,871,1,91.2,-37,Active
SENSOR_031,2026-01-23 22:22:09.938262,19.51,53.75,1010.76,821,0,42.5,-42,Active
SENSOR_019,2026-01-24 12:13:09.938264,19.31,60.01,1008.0,146,0,47.9,-60,Active
SENSOR_019,2026-01-23 23:37:09.938266,23.49,58.55,1039.55,24,1,69.8,-60,Sleep
SENSOR_043,2026-01-24 10:52:09.938268,17.88,31.95,1015.09,322,1,97.3,-90,Active
SENSOR_007,2026-01-23 20:34:09.938270,21.52,67.53,1014.93,995,0,49.7,-80,Active
SENSOR_038,2026-01-24 14:09:09.938272,19.19,77.46,1007.48,108,0,22.6,-85,Active
SENSOR_032,2026-01-23 20:58:09.938274,23.48,47.43,1043.65,692,1,55.7,-68,Active
SENSOR_024,2026-01-23 21:04:09.938275,27.54,38.99,1003.76,250,0,63.5,-82,Active
SENSOR_043,2026-01-24 06:39:09.938277,27.75,57.0,1008.26,481,1,84.1,-39,Idle
SENSOR_018,2026-01-24 13:30:09.938279,28.45,65.25,1022.99,714,0,78.3,-75,Active
SENSOR_026,2026-01-23 21:16:09.938281,20.33,63.95,1015.02,815,0,97.2,-33,Active
SENSOR_025,2026-01-23 23:29:09.938283,20.75,60.61,1000.27,681,0,82.6,-53,Active
SENSOR_045,2026-01-24 17:14:09.938285,15.66,37.31,1013.27,174,0,43.9,-47,Active
SENSOR_007,2026-01-24 17:11:09.938287,20.29,71.84,1019.8,346,1,71.3,-72,Active
SENSOR_030,2026-01-24 04:58:09.938288,20.47,51.28,1018.12,169,1,73.8,-46,Active
SENSOR_027,2026-01-24 14:50:09.938290,18.91,41.07,1019.61,1,0,99.8,-78,Sleep
SENSOR_028,2026-01-24 06:32:09.938292,18.89,34.31,1034.86,645,1,31.1,-32,Active
SENSOR_010,2026-01-24 05:52:09.938294,13.51,50.84,1015.72,638,0,35.3,-59,Idle
SENSOR_002,2026-01-23 23:02:09.938296,15.29,60.9,1020.96,557,1,32.4,-55,Active
SENSOR_019,2026-01-24 15:45:09.938298,22.22,63.27,988.76,705,0,67.1,-82,Active
SENSOR_030,2026-01-23 19:33:09.938300,22.41,78.14,1031.66,361,0,30.8,-45,Idle
SENSOR_008,2026-01-24 16:14:09.938302,24.42,37.66,1013.65,720,0,72.5,-45,Idle
SENSOR_037,2026-01-24 00:12:09.938304,20.71,79.29,1004.32,295,0,84.3,-42,Active
SENSOR_025,2026-01-24 10:43:09.938305,22.06,62.73,1011.05,569,1,54.6,-54,Active
SENSOR_001,2026-01-24 05:33:09.938307,28.25,52.71,1019.63,589,0,64.9,-60,Active
SENSOR_038,2026-01-23 23:38:09.938310,21.74,74.41,1023.35,201,0,93.0,-60,Active
SENSOR_020,2026-01-24 11:08:09.938311,18.84,64.72,1012.05,288,0,65.6,-32,Active
SENSOR_003,2026-01-24 12:33:09.938313,16.05,47.44,1019.01,61,0,36.7,-36,Idle
SENSOR_042,2026-01-23 23:37:09.938315,25.99,74.2,1010.37,501,0,47.5,-72,Active
SENSOR_042,2026-01-24 04:24:09.938317,13.48,63.33,1017.92,779,0,62.4,-89,Active
SENSOR_043,2026-01-24 10:05:09.938319,17.81,64.94,1015.06,125,0,32.4,-46,Active
SENSOR_040,2026-01-24 08:00:09.938321,24.09,74.82,1016.01,991,1,69.0,-59,Active
SENSOR_029,2026-01-24 12:24:09.938323,12.47,52.42,1009.89,48,0,99.9,-48,Active
SENSOR_003,2026-01-24 05:09:09.938325,18.93,62.85,1017.04,599,0,72.2,-57,Active
SENSOR_023,2026-01-24 06:36:09.938327,22.65,67.23,1004.73,845,1,49.8,-90,Idle
SENSOR_009,2026-01-24 03:48:09.938328,20.08,52.7,1014.95,772,1,46.5,-70,Active
SENSOR_030,2026-01-24 10:33:09.938330,17.09,34.17,1006.66,178,1,94.5,-88,Idle
SENSOR_047,2026-01-23 23:02:09.938332,19.03,68.57,1003.06,580,0,89.7,-64,Active
SENSOR_030,2026-01-24 09:25:09.938334,26.08,32.39,1005.94,878,0,57.8,-47,Error
SENSOR_018,2026-01-24 17:27:09.938336,31.16,65.9,1010.92,927,1,48.3,-84,Error
SENSOR_001,2026-01-24 16:41:09.938338,22.7,75.54,1007.72,492,0,76.8,-58,Sleep
SENSOR_011,2026-01-24 17:13:09.938340,12.06,47.35,1016.96,432,0,45.2,-82,Idle
SENSOR_023,2026-01-23 23:56:09.938342,24.84,35.1,1013.8,992,0,29.6,-61,Active
SENSOR_033,2026-01-24 14:25:09.938344,20.02,41.64,1023.15,571,0,44.8,-73,Idle
SENSOR_033,2026-01-24 00:47:09.938345,16.52,58.11,1012.16,301,1,54.7,-35,Error
SENSOR_014,2026-01-24 04:20:09.938347,18.0,77.13,1014.81,963,0,40.4,-65,Active
SENSOR_023,2026-01-24 01:21:09.938349,18.21,55.61,1031.66,760,1,37.3,-71,Active
SENSOR_046,2026-01-24 16:28:09.938351,14.95,35.64,1008.61,989,0,20.5,-53,Active
SENSOR_034,2026-01-24 12:33:09.938353,21.68,61.39,1010.15,168,1,70.5,-50,Active
SENSOR_025,2026-01-24 08:15:09.938355,31.14,66.64,1025.03,976,0,69.2,-36,Active
SENSOR_033,2026-01-24 07:37:09.938357,16.5,49.66,1003.43,962,0,35.0,-60,Active
SENSOR_005,2026-01-24 17:05:09.938358,30.99,66.08,1026.15,268,0,95.5,-83,Active
SENSOR_012,2026-01-24 10:03:09.938360,23.04,46.24,1010.63,363,1,52.8,-68,Error
SENSOR_042,2026-01-23 20:21:09.938362,21.54,69.45,1004.67,623,1,22.0,-41,Active
SENSOR_010,2026-01-23 18:25:09.938364,20.39,47.05,1022.05,99,0,37.6,-66,Idle
SENSOR_023,2026-01-24 09:28:09.938366,17.97,42.81,1010.49,913,0,75.4,-44,Active
SENSOR_042,2026-01-24 16:45:09.938368,23.46,73.96,1031.24,214,1,36.1,-90,Active
SENSOR_047,2026-01-24 08:37:09.938371,24.61,57.42,1013.81,994,1,24.3,-45,Active
SENSOR_037,2026-01-24 13:41:09.938375,9.87,44.26,1013.74,624,0,69.4,-73,Active
SENSOR_022,2026-01-24 05:01:09.938378,34.72,76.75,1007.14,96,1,61.5,-72,Active
SENSOR_030,2026-01-23 19:32:09.938381,12.95,64.54,1011.53,818,0,80.9,-40,Active
SENSOR_046,2026-01-24 04:14:09.938384,19.39,41.04,1010.27,629,0,81.8,-49,Active
SENSOR_009,2026-01-24 13:26:09.938387,9.21,60.73,1026.31,547,0,96.8,-39,Active
SENSOR_018,2026-01-24 08:42:09.938390,20.66,73.52,1015.9,336,1,24.6,-38,Active
SENSOR_049,2026-01-24 15:01:09.938393,19.69,64.81,1020.06,358,0,23.1,-85,Active
SENSOR_043,2026-01-24 15:18:09.938397,19.44,42.24,1013.98,289,0,99.0,-74,Active
SENSOR_020,2026-01-24 15:23:09.938400,23.52,62.44,1008.89,395,1,71.6,-45,Active
SENSOR_026,2026-01-24 00:41:09.938403,20.78,60.96,1016.71,900,0,77.2,-46,Active
SENSOR_005,2026-01-23 17:54:09.938406,24.69,71.04,1028.91,815,1,27.7,-83,Active
SENSOR_042,2026-01-24 03:44:09.938409,15.81,38.91,1002.52,359,1,25.6,-37,Active
SENSOR_031,2026-01-24 17:13:09.938412,22.39,64.98,1017.19,346,1,32.8,-49,Active
SENSOR_025,2026-01-24 17:24:09.938416,18.84,31.37,1027.97,123,0,54.2,-82,Active
SENSOR_031,2026-01-23 23:25:09.938418,20.15,64.81,1004.85,551,0,28.8,-54,Active
SENSOR_039,2026-01-23 21:16:09.938420,23.35,78.02,1022.22,652,1,55.7,-36,Active
SENSOR_043,2026-01-24 12:44:09.938422,19.48,38.72,1022.23,537,0,64.9,-64,Active
SENSOR_012,2026-01-24 14:39:09.938424,21.47,45.56,1000.06,653,0,20.0,-55,Active
SENSOR_037,2026-01-23 21:50:09.938426,16.23,59.14,1024.1,863,1,29.1,-85,Sleep
SENSOR_046,2026-01-24 04:33:09.938428,27.48,66.62,1007.06,906,0,50.0,-85,Idle
SENSOR_033,2026-01-24 11:17:09.938430,25.64,47.22,1016.59,421,1,24.3,-46,Active
SENSOR_050,2026-01-23 21:14:09.938432,22.5,63.21,1023.24,335,0,30.7,-87,Sleep
SENSOR_043,2026-01-24 07:15:09.938434,20.79,74.96,1025.0,502,0,38.5,-69,Active
SENSOR_034,2026-01-24 06:52:09.938435,21.48,66.33,997.64,56,0,54.4,-51,Active
SENSOR_017,2026-01-24 03:24:09.938437,27.37,65.55,1030.89,661,0,77.2,-64,Error
SENSOR_009,2026-01-24 00:25:09.938471,25.29,49.1,1027.18,878,0,30.6,-54,Sleep
SENSOR_045,2026-01-24 17:07:09.938475,27.45,75.57,1023.52,911,1,79.0,-89,Active
SENSOR_021,2026-01-24 07:36:09.938477,20.29,43.87,1016.61,716,0,88.4,-82,Active
SENSOR_038,2026-01-24 08:33:09.938480,24.42,40.26,1008.64,75,0,72.1,-80,Active
SENSOR_038,2026-01-24 02:15:09.938482,27.94,48.21,1002.17,465,1,23.5,-71,Active
SENSOR_023,2026-01-24 10:59:09.938484,17.37,62.51,996.76,284,0,55.3,-39,Active
SENSOR_038,2026-01-24 14:30:09.938485,17.05,73.08,1019.45,721,0,72.8,-48,Active
SENSOR_040,2026-01-24 08:53:09.938487,23.38,36.6,1023.51,385,1,98.3,-52,Sleep
SENSOR_026,2026-01-23 19:31:09.938489,15.83,70.69,1012.15,949,0,96.1,-33,Active
SENSOR_005,2026-01-23 22:14:09.938491,12.92,70.64,1008.39,769,1,51.7,-77,Idle
SENSOR_003,2026-01-24 01:49:09.938493,27.87,59.35,1013.7,258,1,69.3,-65,Active
SENSOR_002,2026-01-24 05:03:09.938495,28.74,68.03,1006.6,476,1,91.3,-53,Active
SENSOR_047,2026-01-24 07:58:09.938497,16.1,39.09,1013.22,695,1,86.5,-61,Active
SENSOR_011,2026-01-24 03:15:09.938499,14.84,38.48,1006.02,839,0,58.4,-55,Active
SENSOR_015,2026-01-24 14:44:09.938501,18.73,73.14,1019.12,10,1,40.9,-53,Active
SENSOR_007,2026-01-24 10:19:09.938503,28.26,54.91,1025.44,971,1,31.0,-56,Active
SENSOR_043,2026-01-24 04:02:09.938505,19.95,42.3,1018.09,671,0,59.0,-36,Active
SENSOR_007,2026-01-23 22:46:09.938507,22.47,64.44,1012.2,259,0,77.8,-85,Active
SENSOR_032,2026-01-24 08:24:09.938508,23.62,74.59,1022.89,392,1,97.6,-88,Active
SENSOR_044,2026-01-24 01:25:09.938510,22.87,61.62,1013.19,599,0,88.9,-90,Active
SENSOR_031,2026-01-24 08:12:09.938512,29.47,47.37,1022.57,368,1,36.3,-31,Active
SENSOR_021,2026-01-23 17:55:09.938514,18.4,54.16,1006.64,183,0,77.6,-33,Active
SENSOR_049,2026-01-23 23:42:09.938516,21.49,67.61,1007.93,15,0,43.1,-38,Active
SENSOR_015,2026-01-24 00:37:09.938518,23.16,33.38,1003.11,976,0,74.7,-33,Sleep
SENSOR_050,2026-01-24 09:34:09.938520,21.76,40.86,1008.35,755,0,73.3,-73,Active
SENSOR_047,2026-01-24 04:51:09.938521,15.9,53.13,1022.81,505,0,41.8,-68,Active
SENSOR_016,2026-01-24 17:19:09.938523,14.64,60.21,1004.28,85,0,38.8,-59,Active
SENSOR_007,2026-01-24 00:57:09.938525,14.53,46.96,989.95,710,0,28.3,-62,Active
SENSOR_012,2026-01-24 04:28:09.938527,25.63,44.92,1008.85,9,1,24.0,-68,Active
SENSOR_047,2026-01-24 05:11:09.938529,17.9,32.07,1001.26,476,0,88.7,-55,Active
SENSOR_025,2026-01-23 23:15:09.938531,24.35,31.63,1007.96,163,1,24.0,-85,Idle
SENSOR_049,2026-01-24 14:13:09.938533,22.43,43.93,1034.07,23,0,27.1,-74,Active
SENSOR_027,2026-01-24 02:28:09.938534,17.13,56.53,1004.11,575,0,39.1,-73,Active
SENSOR_005,2026-01-24 10:16:09.938536,17.25,57.82,1019.34,311,0,91.0,-60,Active
SENSOR_004,2026-01-23 22:11:09.938538,22.67,54.7,1012.2,237,0,46.6,-85,Active
SENSOR_040,2026-01-24 17:04:09.938540,22.39,50.49,1016.72,461,0,35.3,-57,Active
SENSOR_017,2026-01-24 04:21:09.938542,24.46,42.61,1007.91,461,0,77.2,-47,Idle
SENSOR_008,2026-01-24 09:59:09.938544,19.71,50.03,1024.61,856,0,45.5,-47,Idle
SENSOR_003,2026-01-24 02:39:09.938546,17.77,36.94,1017.27,237,0,46.7,-64,Idle
SENSOR_048,2026-01-24 05:17:09.938548,22.55,35.76,1017.55,21,0,79.1,-55,Active
SENSOR_005,2026-01-24 01:38:09.938549,29.1,45.0,1013.99,179,1,40.1,-43,Idle
SENSOR_029,2026-01-23 22:41:09.938551,12.62,79.77,1025.56,817,0,91.7,-39,Active
SENSOR_049,2026-01-24 14:11:09.938553,18.0,46.32,1018.6,558,1,64.9,-49,Idle
SENSOR_024,2026-01-23 19:58:09.938555,24.95,76.82,1016.71,790,0,63.0,-66,Sleep
SENSOR_039,2026-01-24 07:18:09.938557,23.08,49.61,1019.53,735,0,41.2,-81,Active
SENSOR_041,2026-01-24 06:34:09.938558,25.03,51.95,995.4,729,0,86.8,-52,Active
SENSOR_002,2026-01-24 13:00:09.938561,19.85,69.85,1014.88,498,0,65.8,-45,Active
SENSOR_012,2026-01-23 20:24:09.938563,13.94,34.68,1012.36,474,1,32.4,-52,Idle
SENSOR_021,2026-01-24 15:03:09.938565,30.36,39.12,1024.69,748,0,36.5,-79,Active
SENSOR_007,2026-01-24 14:39:09.938567,27.42,78.69,1005.99,715,0,57.5,-80,Error
SENSOR_045,2026-01-23 22:46:09.938568,21.88,55.3,1015.01,338,0,82.4,-42,Active
SENSOR_029,2026-01-24 12:08:09.938570,17.79,32.22,1032.24,530,0,95.1,-48,Active
SENSOR_025,2026-01-24 10:49:09.938572,19.55,32.37,1012.74,691,1,73.1,-38,Active
SENSOR_009,2026-01-24 01:11:09.938574,23.15,75.36,999.7,161,0,60.5,-88,Idle
SENSOR_041,2026-01-23 21:39:09.938576,20.74,73.67,1034.74,991,0,40.1,-40,Active
SENSOR_037,2026-01-24 09:23:09.938578,21.93,52.92,1005.84,796,0,73.8,-69,Active
SENSOR_036,2026-01-24 15:03:09.938580,30.05,38.16,1002.6,60,0,98.6,-87,Active
SENSOR_013,2026-01-24 13:05:09.938581,26.62,71.51,1003.0,84,0,58.1,-83,Active
SENSOR_013,2026-01-24 04:09:09.938583,16.15,46.23,1020.28,546,0,33.0,-77,Active
SENSOR_017,2026-01-23 20:52:09.938585,22.38,50.95,1025.98,489,0,28.3,-71,Active
SENSOR_032,2026-01-24 01:45:09.938587,19.4,64.12,1030.6,4,1,41.5,-67,Idle
SENSOR_029,2026-01-24 00:03:09.938589,23.49,47.67,1013.15,75,0,65.6,-77,Error
SENSOR_044,2026-01-23 22:34:09.938591,21.68,61.43,1003.13,252,0,95.7,-63,Active
SENSOR_019,2026-01-24 09:58:09.938593,36.84,74.26,1007.3,6,0,43.9,-75,Idle
SENSOR_015,2026-01-24 15:54:09.938595,24.15,69.87,1013.34,680,0,44.4,-59,Sleep
SENSOR_013,2026-01-24 01:04:09.938597,21.33,49.08,1012.79,641,1,58.5,-44,Active
SENSOR_048,2026-01-24 09:18:09.938599,31.22,44.4,1026.08,472,0,93.5,-79,Active
SENSOR_011,2026-01-24 03:51:09.938601,23.03,44.28,999.82,137,1,53.5,-75,Active
SENSOR_028,2026-01-24 07:17:09.938603,14.41,47.43,1001.85,357,0,37.9,-39,Active
SENSOR_034,2026-01-24 06:23:09.938604,21.38,54.68,1009.9,811,0,33.1,-72,Active
SENSOR_013,2026-01-24 12:46:09.938606,25.07,50.83,1016.69,837,0,56.6,-86,Idle
SENSOR_006,2026-01-24 16:40:09.938608,24.42,36.65,1008.57,602,0,84.1,-79,Error
SENSOR_038,2026-01-24 06:56:09.938610,27.03,38.17,1007.76,162,0,43.3,-62,Active
SENSOR_002,2026-01-23 18:23:09.938612,22.77,47.15,1024.74,317,0,61.0,-86,Active
SENSOR_041,2026-01-23 22:37:09.938614,22.42,58.1,1017.72,457,0,68.2,-49,Active
SENSOR_043,2026-01-23 21:28:09.938616,14.99,59.63,1003.15,252,1,56.0,-33,Idle
SENSOR_007,2026-01-24 04:02:09.938617,29.64,54.31,1007.9,200,1,35.3,-74,Active
SENSOR_014,2026-01-24 17:43:09.938619,20.47,66.94,1018.17,531,0,93.7,-44,Active
SENSOR_003,2026-01-24 08:45:09.938621,17.1,66.86,1000.39,740,0,65.2,-83,Active
SENSOR_009,2026-01-23 18:21:09.938623,35.14,51.38,1018.11,674,0,78.3,-51,Active
SENSOR_001,2026-01-24 10:46:09.938625,30.4,36.22,1009.56,164,1,70.9,-51,Active
SENSOR_024,2026-01-23 22:43:09.938627,19.76,56.51,1016.63,231,0,99.8,-61,Sleep
SENSOR_050,2026-01-24 01:14:09.938629,12.6,49.07,1014.2,327,0,56.5,-81,Active
SENSOR_027,2026-01-23 23:17:09.938631,18.41,36.9,1001.83,237,0,54.0,-71,Sleep
SENSOR_037,2026-01-24 00:51:09.938632,29.9,79.09,1006.63,119,0,48.8,-46,Active
SENSOR_035,2026-01-24 07:13:09.938634,22.88,48.49,1027.47,949,1,48.9,-75,Active
SENSOR_005,2026-01-23 19:39:09.938636,15.25,61.29,1036.71,862,1,42.1,-50,Active
SENSOR_022,2026-01-24 09:52:09.938638,25.92,54.51,995.53,894,0,98.5,-75,Error
SENSOR_012,2026-01-24 06:55:09.938640,20.95,37.14,1023.43,880,0,89.7,-49,Idle
SENSOR_044,2026-01-24 02:10:09.938642,18.76,32.78,1015.96,618,0,45.3,-88,Active
SENSOR_047,2026-01-24 01:25:09.938644,19.14,61.29,1033.82,249,0,44.4,-68,Idle
SENSOR_047,2026-01-24 00:21:09.938646,28.53,42.35,1007.41,335,0,28.3,-69,Active
SENSOR_042,2026-01-23 22:58:09.938648,24.73,42.18,1021.98,283,0,90.2,-34,Active
SENSOR_034,2026-01-24 15:08:09.938650,14.57,77.85,1009.97,197,1,49.7,-63,Active
SENSOR_032,2026-01-24 14:19:09.938652,23.84,53.09,1025.81,415,1,65.8,-45,Idle
SENSOR_013,2026-01-24 03:23:09.938654,22.54,31.47,1036.11,731,0,92.0,-46,Active
SENSOR_014,2026-01-23 18:02:09.938655,19.9,46.99,1015.13,394,0,52.6,-55,Active
SENSOR_037,2026-01-24 15:16:09.938657,20.16,59.22,1001.61,937,0,84.5,-87,Active
SENSOR_031,2026-01-24 05:05:09.938659,17.67,46.43,1027.14,150,1,54.4,-53,Active
SENSOR_033,2026-01-24 13:34:09.938661,18.69,31.34,1018.65,797,1,76.1,-67,Active
SENSOR_023,2026-01-24 17:27:09.938663,23.45,52.22,1016.78,264,0,54.5,-72,Active
SENSOR_023,2026-01-24 12:23:09.938665,20.61,35.3,1028.83,219,1,51.4,-80,Active
SENSOR_040,2026-01-24 00:10:09.938667,24.73,60.96,1001.62,215,1,99.3,-51,Sleep
SENSOR_036,2026-01-24 13:46:09.938668,18.08,60.98,1005.84,314,0,69.0,-45,Active
SENSOR_009,2026-01-24 12:14:09.938670,25.54,31.89,1018.94,667,0,49.4,-51,Active
SENSOR_005,2026-01-24 11:10:09.938672,28.57,44.53,1005.62,215,0,40.6,-45,Active
SENSOR_029,2026-01-24 02:58:09.938674,21.97,50.68,1009.84,334,0,23.2,-36,Active
SENSOR_028,2026-01-24 14:02:09.938676,24.6,57.51,1025.75,358,0,76.5,-52,Idle
SENSOR_041,2026-01-24 16:35:09.938678,24.8,44.8,1017.33,625,0,49.8,-38,Active
SENSOR_025,2026-01-24 03:26:09.938680,19.49,44.39,1001.21,160,0,85.7,-73,Sleep
SENSOR_005,2026-01-24 01:00:09.938682,24.82,79.15,1017.08,814,1,49.1,-79,Idle
SENSOR_037,2026-01-24 12:05:09.938684,10.66,32.09,1025.39,609,0,49.9,-77,Idle
SENSOR_006,2026-01-23 20:32:09.938685,8.67,79.45,1014.72,510,0,82.3,-44,Active
SENSOR_009,2026-01-24 00:00:09.938687,20.35,32.39,1021.72,917,0,59.2,-73,Active
SENSOR_034,2026-01-24 01:17:09.938689,25.17,44.42,1007.83,156,0,90.8,-47,Active
SENSOR_020,2026-01-24 13:08:09.938691,21.57,54.68,1015.6,161,0,67.2,-49,Sleep
SENSOR_007,2026-01-23 23:14:09.938693,25.73,37.16,997.23,41,0,39.3,-79,Active
SENSOR_008,2026-01-24 03:38:09.938695,15.99,36.74,1019.3,179,0,65.5,-51,Active
SENSOR_032,2026-01-24 04:17:09.938697,26.41,42.82,1016.6,302,1,20.3,-64,Active
SENSOR_015,2026-01-24 17:36:09.938699,30.14,78.68,1000.1,329,1,45.0,-85,Active
SENSOR_004,2026-01-24 07:47:09.938700,18.52,49.01,1028.21,562,1,36.6,-67,Idle
SENSOR_039,2026-01-24 13:54:09.938702,25.85,58.3,1018.71,763,0,72.3,-40,Active
SENSOR_035,2026-01-24 03:03:09.938704,22.11,65.21,1006.07,428,0,30.9,-58,Active
SENSOR_022,2026-01-24 07:52:09.938706,24.21,67.11,1019.56,349,0,43.2,-46,Active
SENSOR_002,2026-01-23 18:49:09.938708,30.13,64.4,1003.16,119,1,46.5,-37,Active
SENSOR_015,2026-01-24 08:39:09.938710,23.64,46.85,1004.54,74,0,20.3,-75,Idle
SENSOR_019,2026-01-24 00:04:09.938712,25.82,35.59,1003.21,673,1,23.7,-41,Idle
SENSOR_017,2026-01-24 06:54:09.938714,15.68,44.09,1002.92,660,0,44.9,-79,Active
SENSOR_025,2026-01-23 20:55:09.938715,25.67,40.51,1017.38,122,1,37.8,-60,Active
SENSOR_046,2026-01-24 05:13:09.938717,30.05,36.81,1013.95,652,1,29.4,-34,Active
SENSOR_023,2026-01-23 22:40:09.938719,17.38,31.22,1020.48,181,0,32.3,-54,Error
SENSOR_005,2026-01-23 19:43:09.938721,20.38,76.79,984.8,920,1,86.8,-38,Sleep
