user_id,transaction_count,total_volume,avg_transaction_size,active_days,peak_hour,preferred_gas_price,contract_interactions,token_types_used,privacy_score,risk_score,account_age_days
user_76ebdb6d45c61ca1,71,4452.49,63.75,43,23,38.33,13,16,0.126,0.834,666
user_308831041ea4863c,65,1444.83,94.91,228,8,37.36,89,5,0.132,0.954,939
user_983bd614bb5afece,190,9334.71,76.35,81,14,44.82,35,2,0.446,0.494,280
user_c3ea99f86b2f8a74,39,6389.52,9.71,94,18,46.92,70,20,0.971,0.046,239
user_f32828acecb4282c,162,5450.57,6.84,298,21,20.63,48,19,0.937,0.157,406
user_8bd9c0d453533757,184,6131.39,20.26,241,6,39.1,35,4,0.131,0.918,204
user_d874e4e4a5df2117,160,1385.42,72.61,197,0,40.71,21,19,0.298,0.845,304
user_090d3859ff6840b2,69,9852.89,19.86,248,5,48.35,56,12,0.423,0.627,73
user_38b83caefa1ef269,183,7945.11,62.68,117,21,45.58,4,6,0.735,0.608,576
user_6d976934be74941f,143,7531.33,76.82,347,17,8.83,95,17,0.882,0.664,826
user_48a1706eca5ee614,52,2352.44,85.53,352,3,35.15,15,11,0.053,0.384,584
user_43c727ee4fc72505,192,7717.44,48.61,299,18,5.53,40,4,0.431,0.688,628
user_226f76b55acb4970,126,9246.53,7.4,202,11,17.61,46,3,0.67,0.849,787
user_20e9c64c05a54d19,41,6202.72,25.6,229,2,2.52,91,5,0.208,0.858,249
user_865736a1c30a82dc,11,2568.35,98.24,255,12,26.78,42,10,0.111,0.414,749
user_8efbbe9bc19ad2e0,108,5501.76,2.23,45,6,22.79,51,11,0.387,0.87,62
user_748064be03a08df8,34,855.88,0.35,257,11,11.79,88,7,0.713,0.278,980
user_377adeb4cd4096ad,75,9350.12,8.4,201,10,33.24,32,13,0.503,0.868,255
user_7a20311cf7a4b222,27,8336.88,55.44,175,18,35.38,98,3,0.854,0.249,570
user_8d1ede4f889e0ed6,158,22.46,23.58,176,6,2.21,27,14,0.845,0.977,114
user_aae02129362d6117,194,1536.48,48.7,241,23,36.15,88,15,0.139,0.453,318
user_156091ee0884f36d,110,2445.49,75.1,288,13,30.57,8,8,0.831,0.522,656
user_88820462180e5c89,82,6995.63,54.0,116,22,10.09,13,5,0.943,0.189,806
user_8d23cf6c86e834a7,109,6020.72,50.71,315,9,2.34,67,11,0.541,0.421,796
user_f10d91a7596bf5a6,181,3008.86,12.08,169,23,5.78,54,5,0.962,0.442,53
user_3949ac1596ec7710,34,4476.65,36.63,25,16,36.01,75,11,0.29,0.829,523
user_1038e0b72d98745f,66,4061.73,98.97,181,19,16.83,91,14,0.391,0.368,774
user_9e11c362bc3d3572,46,6789.78,4.71,186,19,29.72,58,2,0.414,0.815,797
user_a4e987d17584557e,79,6953.62,23.82,295,18,9.51,9,3,0.186,0.256,330
user_02cca3803b564ede,4,794.53,72.9,294,9,31.35,1,18,0.88,0.232,932
user_2452984f72ef1195,74,9288.23,72.35,100,22,19.79,57,7,0.317,0.782,447
user_0791963ca2667a23,80,1071.64,46.52,267,10,31.36,93,15,0.182,0.931,761
user_5426d2ca50f244fb,47,4321.0,95.57,255,17,5.31,25,7,0.009,0.243,31
user_0bba869d7f392cbc,186,4553.67,11.72,138,3,31.18,21,11,0.76,0.381,704
user_7104741a92e73eb6,12,1688.11,77.84,176,16,24.33,30,19,0.306,0.873,701
user_556d7dc3a1153563,132,1715.66,30.27,360,20,34.14,56,11,0.22,0.24,557
user_058d5d43bf485bf7,102,783.98,31.12,267,7,2.41,25,12,0.433,0.969,932
user_7acc684a848a9b95,130,3029.98,12.4,102,5,28.34,70,3,0.158,0.172,763
user_eaa0689a095d4394,126,9928.37,5.31,15,11,45.69,63,11,0.47,0.114,225
user_8ede6b26343305e0,161,5184.74,3.66,260,14,1.07,9,3,0.306,0.674,471
user_5d8f6cce532a7aeb,189,3895.74,12.51,239,13,46.02,65,10,0.331,0.019,490
user_fc95ce176603e9e1,50,5801.17,56.21,258,17,28.19,58,5,0.565,0.415,495
user_9644294ac4ffb309,34,3897.81,11.22,34,3,41.03,57,19,0.7,0.265,125
user_524b2d27a1e7fbc3,180,3333.8,3.22,12,23,44.74,36,11,0.659,0.402,749
user_023849c38925e2af,49,3843.5,2.8,70,1,21.12,1,19,0.915,0.56,695
user_3c15285c04fff400,200,1454.75,46.2,39,3,11.6,16,15,0.986,0.954,321
user_02e6295d8f522840,107,3139.91,74.51,9,6,2.12,12,11,0.789,0.785,851
user_da70dfa4d9f95ac9,139,2911.78,10.75,253,14,48.02,89,8,0.979,0.476,163
user_6aac0cf87a32e631,23,8327.39,62.76,229,16,42.0,88,5,0.074,0.914,579
user_2289b221b39605c3,1,4262.2,81.34,329,5,3.39,1,11,0.867,0.395,76
user_06b2d82840e43ed8,172,8349.26,27.95,16,0,47.58,43,15,0.147,0.363,935
user_72ba187b05e705de,54,9993.54,85.52,100,11,33.82,16,8,0.51,0.921,597
user_deeeb5df3f2cee6b,194,6639.54,32.37,320,20,6.54,26,13,0.654,0.094,889
user_04a8708c3a481ced,138,5174.36,91.94,212,4,27.05,91,7,0.684,0.305,904
user_9a72c24f2fd76561,178,5147.27,44.1,133,4,4.54,29,15,0.054,0.726,765
user_459535faa370a3b5,154,8620.2,28.38,57,10,7.94,50,20,0.318,0.45,935
user_09a1b036b82baba3,5,2073.26,75.77,10,4,45.66,60,12,0.757,0.013,82
user_355d8c0ee4e5698e,153,2972.83,82.55,313,12,44.81,63,18,0.376,0.143,945
user_03a3d955b8799a90,88,623.33,26.3,220,18,46.05,99,5,0.305,0.7,419
user_2ab0ce7632a611e9,182,4237.78,58.28,233,3,49.01,46,20,0.368,0.53,560
user_62a0eae98b9fc0bd,124,2668.94,32.6,320,9,25.71,33,12,0.355,0.844,140
user_9197e4844abed2fe,140,8179.51,23.95,270,23,43.26,29,7,0.665,0.398,798
user_838f461c2fa673ce,150,7084.82,39.98,151,23,5.6,24,4,0.55,0.743,348
user_73daa9289ddd08a5,170,3310.96,71.31,110,10,7.83,50,2,0.711,0.737,127
user_3963317a2b410e53,187,7635.93,26.55,341,0,41.15,35,10,0.992,0.06,982
user_a43231c2216f23db,105,1003.42,48.23,100,15,49.82,2,14,0.218,0.877,96
user_b3dfdc6efe322a6f,121,4453.46,19.54,265,17,26.7,18,4,0.671,0.07,717
user_4e47eb5525df25f9,40,8547.62,73.79,31,7,35.19,11,13,0.649,0.184,434
user_600b4cdf20cc06a7,137,4118.34,67.92,129,0,8.99,50,4,0.421,0.363,195
user_0788979fc9366e21,50,4697.09,29.37,124,17,39.17,15,17,0.903,0.333,440
user_8e6aee9efac8086e,39,6949.31,11.05,126,9,34.24,26,1,0.271,0.977,542
user_5f193b350c8aba48,117,8387.95,77.05,262,1,31.63,74,7,0.508,0.764,664
user_f1607c19a0f910ca,117,1807.3,90.98,29,16,15.74,2,18,0.766,0.346,219
user_9b15fed64ef16980,13,4548.56,10.07,228,2,40.04,0,1,0.377,0.879,515
user_62f77e7d6197863a,86,526.43,89.79,338,10,3.31,47,9,0.614,0.907,456
user_e52d08747b9d7a6d,166,8394.53,71.64,176,9,29.1,4,6,0.341,0.402,589
user_01299ac65733b5a3,41,3517.85,53.44,179,12,10.72,5,4,0.308,0.007,691
user_de5872c6bb4494ce,131,9195.14,2.36,212,19,4.37,56,9,0.548,0.73,403
user_12e2c8df501501b2,51,4135.88,51.51,290,11,1.81,56,9,0.333,0.658,526
user_2c4cf65733783512,64,1852.93,16.35,59,9,43.47,52,16,0.771,0.033,669
user_21ef779311a43f0e,5,7278.08,31.26,147,8,16.35,77,11,0.885,0.452,201
user_64c212df34c66e6f,17,6456.88,84.85,132,6,13.38,30,14,0.193,0.004,326
user_2af4dd48399a5cf6,8,3101.45,7.85,220,20,13.3,56,13,0.522,0.074,631
user_392a52e4f77c40bf,93,4054.74,63.49,348,14,39.33,83,6,0.444,0.593,885
user_f65ccfbfec288565,36,4595.11,69.3,328,7,25.67,55,1,0.913,0.625,583
user_48b361d46638bfa4,108,8334.76,95.79,301,20,43.89,97,14,0.907,0.991,815
user_37b73510175057c6,137,983.13,22.21,277,5,15.79,57,6,0.171,0.919,906
user_131b0c35e2d7edef,2,3905.61,68.2,302,3,37.7,53,15,0.92,0.431,427
user_15a26c6fa5151c71,15,5165.9,56.61,127,10,15.29,59,10,0.604,0.128,197
user_25dac95b8f595046,183,5448.42,75.32,207,3,2.18,89,12,0.084,0.952,680
user_ab5e292db6495899,163,2875.8,33.6,191,4,11.53,22,14,0.653,0.04,294
user_b98880883fd8d975,152,3546.17,71.51,209,12,34.92,14,2,0.895,0.306,49
user_48a1a756f2d83f1d,34,4363.88,95.5,33,4,15.49,81,11,0.356,0.54,785
user_a934c244755c66ae,57,9705.98,18.17,327,1,38.22,22,10,0.832,0.8,639
user_6ea2fdb3399f4d2e,17,3603.29,97.77,315,11,15.13,72,14,0.38,0.272,956
user_99a0b871c9047c4f,21,2847.49,60.19,15,1,27.1,33,10,0.733,0.201,179
user_04d19fde0a08b17a,2,3822.52,62.38,275,15,19.71,62,13,0.932,0.217,773
user_a3af7b3808c4cf72,185,918.74,9.68,51,14,11.87,62,17,0.903,0.006,427
user_3c1b7053f0edd447,93,7726.83,79.28,145,13,2.66,18,15,0.246,0.878,926
user_1d2028ddcd746a7e,106,6840.48,31.63,350,1,27.74,9,20,0.274,0.216,368
user_188c1fdca79d927f,61,5945.9,4.33,69,3,5.71,58,17,0.827,0.768,8
user_0f78540965a86402,69,6087.99,84.55,36,18,34.47,85,15,0.917,0.64,752
user_26d228663f13a885,76,4578.04,57.28,95,7,42.76,35,2,0.066,0.301,353
user_dcaadad1cfce4377,157,8880.79,11.18,169,1,45.22,63,19,0.824,0.055,109
user_b7c7470e59e2a2df,181,5963.53,80.24,218,15,23.49,58,10,0.155,0.793,692
user_d26eae87829adde5,72,2243.26,72.48,133,22,18.11,64,17,0.567,0.543,939
user_6b3c238ebcf1f3c0,102,5493.64,82.36,261,5,18.86,79,20,0.982,0.391,154
user_a73b320dc0d3a57c,85,2332.75,30.8,122,14,46.74,80,11,0.468,0.719,361
user_f64f410744d9470f,190,8756.0,83.79,355,21,42.21,41,2,0.323,0.315,942
user_a5abb1500bdeaef4,78,3962.4,47.7,285,14,26.22,50,4,0.686,0.98,620
user_e6f47e008cc58b38,193,7135.06,79.1,315,4,30.97,15,19,0.059,0.011,703
user_480f5a496560ae42,65,4641.54,36.93,44,1,22.5,92,11,0.785,0.281,491
user_612111a352a571cb,163,1635.58,66.01,143,11,23.91,40,17,0.215,0.155,539
user_52f14fc33ef45dd8,87,3713.85,82.95,46,15,15.44,30,18,0.246,0.761,492
user_fabf5b7fedb3e62a,89,4906.51,63.68,329,20,45.48,61,5,0.711,0.791,584
user_1c49f22f6de9bd15,162,1007.5,85.81,36,20,15.06,44,12,0.066,0.942,780
user_8111eb1556229541,127,8206.48,63.07,53,14,36.21,67,6,0.061,0.556,742
user_fc72c98a6c2916c1,72,9377.37,99.6,172,20,37.74,51,13,0.827,0.61,586
user_67e0bdb7b6c549d4,200,9851.54,91.26,159,20,47.84,39,7,0.746,0.203,211
user_afcf8bc077e68eb9,139,4647.77,42.7,168,23,39.91,35,18,0.14,0.987,451
user_4c8d5b6c695d265f,21,1019.02,36.88,203,23,30.52,23,4,0.501,0.822,208
user_cc6aed2709b80e14,19,6961.81,83.19,210,15,31.53,8,6,0.862,0.18,479
user_db55da3fc3098e9c,40,4602.15,91.35,248,4,25.4,66,2,0.212,0.778,198
user_5092c37bcbc9f0fb,27,6218.4,74.96,218,11,49.3,79,16,0.78,0.962,44
user_5658b88806a236b6,95,3681.4,89.82,19,7,45.57,3,13,0.557,0.542,831
user_814bb6b8dc12188a,106,8222.07,56.5,33,17,49.73,54,19,0.575,0.423,277
user_814fd2e8e45e9a6d,1,8791.21,90.84,204,18,47.06,94,9,0.595,0.241,860
user_0dfcddb0440e967f,108,8019.78,39.87,184,16,9.98,80,17,0.14,0.88,649
user_9be3da431e0a833d,199,147.04,40.62,348,14,13.92,49,1,0.505,0.26,507
user_42f25adecf476298,50,7794.64,31.87,174,12,30.32,11,5,0.772,0.121,654
user_cbf2f7864f1c9883,68,1453.41,97.33,238,18,3.62,68,2,0.745,0.359,601
user_2d1007980f492153,88,8594.82,93.95,58,10,18.09,46,15,0.611,0.952,440
user_fed88b40aba63cac,148,1584.54,99.86,182,6,3.16,39,14,0.785,0.287,869
user_0a1f1256f9bac68e,67,8966.83,3.33,131,0,20.37,14,10,0.72,0.122,481
user_98f1f17f9a73ccfe,192,1390.39,89.72,219,11,41.24,93,4,0.302,0.07,264
user_aaf01d71b55e51b1,156,2869.33,95.21,84,17,30.6,83,2,0.632,0.174,877
user_ea415bf50eb65ade,111,6247.07,52.9,47,23,41.01,73,19,0.713,0.938,112
user_5f2703a5211db19a,43,9386.65,86.77,294,12,29.94,17,16,0.471,0.988,975
user_155d1cf609cedded,1,4450.8,67.61,172,12,8.3,93,1,0.212,0.594,362
user_0ef962215cc05578,156,9659.06,1.85,60,22,22.84,35,11,0.065,0.821,41
user_18d37c950a3e810d,61,99.31,87.0,12,4,16.85,72,8,0.933,0.188,285
user_050a010ce24d0896,130,6368.95,66.18,251,13,5.75,9,16,0.749,0.076,104
user_e3f6959781c353c2,150,9907.91,38.94,97,19,27.18,73,20,0.583,0.831,649
user_2dfe70c43208f52b,36,7508.88,96.98,290,14,1.8,74,19,0.999,0.378,862
user_5627b4a8f9efbd8f,74,2394.26,93.7,344,8,6.67,72,2,0.41,0.889,883
user_6d05621ab7cb7b4f,176,4366.75,46.41,29,7,27.45,63,14,0.264,0.07,726
user_3538a1ef2e113da6,148,3342.8,53.48,177,17,48.24,84,16,0.569,0.856,55
user_0e12831a7047f759,16,6657.8,21.69,223,1,37.33,37,5,0.776,0.117,586
user_75c3e223190bf1a1,26,4846.37,59.55,290,17,29.57,29,6,0.076,0.862,823
user_c498f3fe97c0df55,42,9746.16,47.72,286,7,5.35,14,12,0.672,0.081,774
user_a4ecdd704d258aa8,7,5242.27,57.09,70,7,20.73,8,9,0.29,0.059,761
user_4a30a219a9d7663f,111,8364.86,49.36,31,2,11.82,26,6,0.884,0.888,277
user_83151157c10d85af,32,1518.19,17.82,20,0,17.07,7,16,0.511,0.008,209
user_caa1aedb2a6ce96b,128,9211.62,98.99,239,15,25.48,79,20,0.91,0.39,853
user_549a2fac47d713cc,135,6873.27,89.94,284,16,1.16,58,3,0.132,0.045,761
user_d83c7ee736be931d,97,8408.14,68.01,128,6,32.89,15,20,0.298,0.651,592
user_48f89b630677c2cb,121,3666.15,97.46,15,15,24.1,83,13,0.619,0.054,48
user_f626051bc94422f2,47,8028.34,0.64,236,7,34.37,1,2,0.393,0.262,556
user_b3a8e0e1f9ab1bfe,45,5163.3,79.36,209,0,45.9,41,6,0.722,0.915,724
user_353767b239099863,85,3136.7,27.13,259,4,7.82,83,18,0.099,0.579,88
user_ad21a2b810af49a8,135,5632.75,24.1,241,1,3.52,63,18,0.806,0.481,646
user_42f0bec3310ddd8a,128,882.94,20.81,347,7,20.69,1,14,0.403,0.532,980
user_841a05fd378a2c06,185,2851.18,59.6,56,23,23.7,64,10,0.624,0.727,767
user_de482c7ed5ca67ae,93,6723.74,72.91,122,5,13.27,33,18,0.727,0.83,809
user_da4d43f295ce9263,143,6634.0,80.49,177,21,35.04,16,7,0.972,0.997,673
user_06de973bb45531d5,97,3006.11,26.9,232,3,8.46,64,10,0.331,0.249,911
user_88b54564b232405a,12,9590.51,12.5,209,5,9.56,41,6,0.978,0.354,849
user_ad3b83575249b68a,91,4863.23,86.13,98,10,24.02,66,18,0.654,0.434,593
user_826e27285307a923,154,470.6,5.88,26,13,5.35,98,7,0.735,0.868,701
user_e078af3026edb42c,158,7075.23,80.07,247,18,24.27,73,16,0.437,0.538,977
user_1e5ee5e58c8f490a,151,1079.91,63.17,85,14,37.05,71,11,0.517,0.417,310
user_c6bd343ae0007cdb,80,2636.18,8.49,182,22,34.03,80,10,0.993,0.255,854
user_30eec89ddd9c342e,33,606.81,60.89,61,3,26.18,65,15,0.068,0.015,741
user_064c3e311ef63912,42,4174.81,6.82,153,14,28.05,71,17,0.107,0.243,326
user_b6cb293891dd6274,106,8275.69,9.37,239,20,48.91,84,11,0.493,0.971,460
user_3a8f6d79cd434dc1,71,714.69,12.06,93,12,44.64,75,9,0.361,0.511,136
user_98144d79af444072,134,4112.24,43.4,169,18,21.47,29,16,0.922,0.392,759
user_b1585fdb272b3140,57,5268.9,50.67,171,22,7.94,60,6,0.697,0.446,657
user_e73cb135243c08ab,98,4136.45,69.41,95,13,33.94,19,16,0.139,0.231,124
user_6e82b8197ce29396,15,9474.47,26.93,82,7,33.1,42,3,0.149,0.524,294
user_200dd69b70a88134,59,7373.37,53.4,8,8,29.37,6,7,0.396,0.375,195
user_9869a8a3a11a3328,51,2728.57,69.26,289,4,34.49,26,4,0.556,0.634,395
user_ddfe0e8d462af661,34,2728.86,79.6,278,14,48.28,50,7,0.36,0.877,649
user_51d089cdaf0c968c,44,4352.87,92.07,211,6,45.05,5,13,0.959,0.659,44
user_d4679c618f1af07e,127,2657.29,97.83,79,6,26.26,39,16,0.519,0.161,754
user_48ce32e8ec774159,168,1472.44,93.19,186,8,5.53,26,11,0.414,0.029,760
user_a42e815c58f3977f,71,1886.72,44.12,350,14,10.22,16,4,0.523,0.642,819
user_5844a72aee9269a6,73,1878.06,2.65,83,6,24.71,52,2,0.576,0.965,514
user_86b700fab5db3797,80,4658.27,15.56,196,14,29.9,86,2,0.91,0.279,26
user_9b19f9ab816598a0,47,2600.61,47.74,108,1,29.0,48,1,0.774,0.275,755
user_a77b6cbdf6fae167,112,7250.39,30.25,356,1,47.73,67,8,0.377,0.968,591
user_e4be97ce765e6cfc,197,6799.85,14.45,295,18,7.69,62,7,0.41,0.469,713
user_cbd02d97b0731d88,186,4936.2,76.26,345,9,49.08,83,20,0.835,0.608,903
user_227445a988500528,26,6077.81,49.65,300,14,43.91,49,18,0.013,0.014,493
user_23e8b0175874e1bb,88,2080.9,71.98,190,1,10.65,44,8,0.6,0.216,236
user_560aa3e6e94314c7,102,3775.51,91.73,343,3,23.28,52,8,0.744,0.374,178
user_d18b29d80a8bd366,112,5763.81,31.7,325,14,38.55,15,16,0.493,0.896,106
user_ac1270c5058af650,150,3238.35,98.23,225,21,4.25,8,3,0.834,0.619,66
user_35bbce4007c5cd57,87,8515.48,15.38,4,5,41.54,68,16,0.68,0.918,494
user_dcb5d6e69e4ded78,189,4575.88,32.27,152,20,9.81,74,5,0.473,0.883,197
user_f138665c5aa66008,111,3768.34,66.44,69,0,10.2,77,17,0.315,0.444,333
user_db3defda18fafc0c,103,886.06,31.36,161,21,48.95,80,18,0.329,0.106,681
