packet_id,timestamp,source_ip,dest_ip,source_port,dest_port,protocol,packet_size,ttl,flags
265,2026-01-23 23:18:59.900602,31.127.145.200,180.227.234.78,31507,80,ICMP,854,74,SYN
266,2026-01-23 18:50:51.900604,186.13.154.53,155.67.156.44,62968,3306,ICMP,810,57,RST
267,2026-01-24 13:45:04.900605,142.96.200.76,76.116.247.96,53916,22,HTTPS,430,121,FIN
268,2026-01-23 22:35:02.900607,175.27.122.127,83.24.75.91,13490,3306,HTTPS,376,109,SYN
269,2026-01-23 23:20:09.900609,108.57.123.128,82.233.85.159,29827,22,HTTPS,601,102,ACK
270,2026-01-24 10:50:34.900611,173.36.6.253,51.146.93.250,19254,443,UDP,984,64,ACK
271,2026-01-24 05:10:56.900613,102.162.67.100,54.78.82.61,18886,8080,ICMP,1141,57,PSH
272,2026-01-24 05:07:10.900615,155.215.187.140,39.21.162.148,44379,80,TCP,928,76,SYN
273,2026-01-23 18:24:10.900616,184.88.241.245,42.225.133.95,32283,3306,HTTP,1251,115,RST
274,2026-01-24 12:31:31.900618,28.8.34.4,57.105.17.171,34563,22,HTTPS,845,94,FIN
275,2026-01-24 09:18:01.900620,77.110.20.237,91.176.75.96,22933,5432,HTTPS,397,98,RST
276,2026-01-24 14:09:35.900622,25.203.146.161,124.83.154.32,31819,80,ICMP,861,83,ACK
277,2026-01-24 12:34:15.900623,192.212.216.180,16.207.255.197,50092,443,ICMP,411,99,RST
278,2026-01-24 08:34:59.900625,112.42.78.72,47.234.163.40,9794,22,UDP,336,57,ACK
279,2026-01-24 10:43:13.900627,31.158.40.131,11.169.151.122,12117,9000,UDP,1026,106,ACK
280,2026-01-24 11:35:09.900628,62.79.167.101,84.75.226.87,47595,9000,HTTPS,783,33,ACK
281,2026-01-23 19:58:12.900630,160.33.158.179,186.57.245.231,1217,8080,ICMP,563,45,ACK
282,2026-01-24 12:20:13.900632,121.122.29.63,20.71.59.79,35799,8080,TCP,1180,61,ACK
283,2026-01-23 18:02:11.900633,32.222.59.117,16.205.112.115,18593,443,HTTP,748,80,PSH
284,2026-01-24 15:09:33.900635,166.28.158.171,101.47.167.15,52570,443,ICMP,142,43,RST
285,2026-01-24 11:27:11.900637,178.89.61.4,165.99.113.201,12214,8080,ICMP,685,121,PSH
286,2026-01-23 19:02:23.900638,191.70.5.42,81.100.11.22,63848,3306,UDP,1304,75,PSH
287,2026-01-23 23:54:45.900640,137.177.132.43,147.228.44.250,43776,3306,HTTP,1010,64,SYN
288,2026-01-24 01:00:38.900642,105.64.137.188,141.201.99.126,33351,22,HTTPS,421,44,SYN
289,2026-01-23 21:22:40.900644,40.15.171.207,91.28.184.102,43094,5432,ICMP,681,109,SYN
290,2026-01-23 20:48:17.900645,119.139.32.68,47.218.189.99,21413,22,HTTPS,570,119,FIN
291,2026-01-24 01:33:31.900647,192.39.254.117,105.6.145.89,41221,5432,ICMP,1268,57,SYN
292,2026-01-23 21:21:00.900649,140.184.28.128,99.157.228.224,3285,443,HTTPS,639,52,RST
293,2026-01-23 18:29:31.900651,155.85.188.41,153.44.110.187,53912,80,HTTP,1333,59,PSH
294,2026-01-23 18:46:20.900652,75.52.59.59,123.212.226.74,29393,22,UDP,307,79,RST
295,2026-01-23 19:09:52.900654,140.1.22.220,51.217.212.36,27536,22,HTTP,569,71,SYN
296,2026-01-24 06:08:06.900656,13.125.23.121,160.44.73.54,7740,5432,TCP,485,97,FIN
297,2026-01-23 19:03:59.900657,103.196.76.46,87.243.171.17,22283,443,UDP,1407,104,FIN
298,2026-01-24 06:23:33.900659,19.214.114.83,161.192.45.2,29957,443,HTTP,1174,118,PSH
299,2026-01-24 12:24:23.900661,73.213.163.70,114.139.212.45,42713,9000,TCP,280,110,RST
300,2026-01-24 01:53:29.900663,29.190.61.129,152.236.70.52,5402,5432,ICMP,1365,108,ACK
301,2026-01-24 15:24:59.900664,182.26.91.58,57.195.148.142,41607,443,ICMP,1072,54,RST
302,2026-01-24 00:49:47.900666,142.23.205.18,135.21.154.214,47570,8080,HTTPS,1256,112,SYN
303,2026-01-24 01:48:08.900668,129.144.159.84,159.155.252.144,20859,3306,UDP,393,79,ACK
304,2026-01-23 18:54:53.900669,32.233.4.95,128.114.13.203,30057,9000,ICMP,713,33,FIN
305,2026-01-24 06:52:38.900671,61.149.155.190,10.78.134.77,25024,8080,UDP,454,115,PSH
306,2026-01-24 07:54:07.900673,169.124.237.95,173.241.63.168,46520,80,ICMP,444,51,PSH
307,2026-01-23 20:22:11.900674,161.252.100.188,180.147.213.46,11356,22,HTTPS,1393,90,FIN
308,2026-01-24 15:51:27.900676,149.125.77.2,135.125.14.31,43628,9000,HTTP,805,77,SYN
309,2026-01-24 05:05:20.900678,114.12.119.139,80.252.34.154,3824,80,HTTPS,883,34,FIN
310,2026-01-23 23:25:52.900680,98.4.171.1,102.246.223.223,30562,22,TCP,736,86,SYN
311,2026-01-24 15:12:05.900682,178.192.157.27,76.243.61.96,31143,3306,ICMP,576,43,ACK
312,2026-01-24 06:36:04.900683,62.121.214.126,141.8.132.42,9357,443,TCP,1012,71,FIN
313,2026-01-24 01:05:28.900685,25.72.143.24,158.29.74.82,6434,8080,TCP,1275,97,SYN
314,2026-01-24 01:26:56.900687,21.118.211.180,128.69.182.42,18863,5432,UDP,993,109,ACK
315,2026-01-24 16:32:00.900688,105.234.43.149,23.139.184.108,57068,8080,ICMP,976,47,FIN
316,2026-01-24 15:49:53.900690,34.68.201.20,172.182.24.75,64339,3306,TCP,707,114,PSH
317,2026-01-24 04:28:38.900692,161.31.222.170,84.39.99.197,31543,80,HTTP,490,65,FIN
318,2026-01-24 07:27:02.900693,43.121.149.67,170.93.48.154,6832,5432,TCP,565,75,RST
319,2026-01-24 15:06:32.900695,90.201.167.82,52.165.161.212,7820,443,HTTP,793,37,FIN
320,2026-01-23 18:25:52.900697,125.139.119.20,185.154.138.176,22204,3306,UDP,1347,108,RST
321,2026-01-24 14:36:54.900699,61.69.55.40,188.185.49.137,55269,5432,TCP,134,95,ACK
322,2026-01-23 19:30:39.900701,37.84.230.120,158.180.73.4,44080,3306,HTTPS,541,53,FIN
323,2026-01-23 20:16:22.900703,90.208.61.138,45.144.190.200,18733,3306,UDP,1265,49,ACK
324,2026-01-23 23:26:27.900704,101.106.231.79,134.210.174.236,55152,443,HTTP,520,43,ACK
325,2026-01-24 03:54:15.900706,128.135.61.24,51.52.111.40,59581,9000,UDP,252,83,SYN
326,2026-01-24 01:03:21.900708,50.155.20.56,138.113.96.204,18567,22,TCP,354,125,ACK
327,2026-01-23 20:46:25.900709,93.75.46.183,153.58.213.118,38442,5432,ICMP,983,82,ACK
328,2026-01-23 21:43:14.900711,73.182.202.132,29.59.67.237,30099,443,ICMP,355,102,FIN
329,2026-01-24 16:24:33.900713,22.153.133.210,14.245.178.80,38779,3306,HTTP,819,127,FIN
330,2026-01-24 01:31:42.900715,54.15.207.219,186.185.71.210,48992,443,HTTP,1370,79,PSH
331,2026-01-23 21:05:21.900716,125.127.48.119,123.175.88.182,38489,9000,ICMP,440,50,SYN
332,2026-01-23 18:10:12.900718,36.71.62.4,87.14.60.57,31526,22,HTTP,1243,37,ACK
333,2026-01-24 11:02:57.900720,25.113.66.51,42.72.116.79,17748,8080,UDP,571,115,SYN
334,2026-01-24 06:11:46.900722,112.190.43.150,42.107.66.252,4852,5432,HTTPS,591,58,RST
335,2026-01-23 19:52:30.900723,160.132.38.6,30.217.57.20,52144,22,HTTPS,1442,84,ACK
336,2026-01-24 00:35:08.900725,26.101.227.208,14.247.220.11,18111,80,UDP,622,79,SYN
337,2026-01-23 23:38:54.900727,42.47.169.32,60.55.16.204,13629,5432,HTTPS,1274,38,PSH
338,2026-01-24 12:24:36.900728,20.236.25.44,178.30.240.31,32361,22,TCP,1118,90,PSH
339,2026-01-24 15:39:00.900730,156.221.202.128,74.22.33.78,6506,3306,UDP,323,100,ACK
340,2026-01-24 01:29:59.900732,17.195.218.45,180.5.49.201,28029,5432,HTTP,484,42,RST
341,2026-01-24 14:08:03.900733,100.109.95.71,41.105.102.48,23784,5432,UDP,367,46,PSH
342,2026-01-24 05:23:54.900735,81.228.76.9,181.179.14.24,51976,443,ICMP,1005,95,PSH
343,2026-01-24 14:49:56.900737,167.125.151.128,47.142.178.91,6487,3306,HTTP,1126,34,RST
344,2026-01-23 23:31:57.900739,115.245.31.23,51.123.34.26,47652,80,ICMP,605,100,SYN
345,2026-01-23 18:22:40.900741,81.196.70.108,158.7.111.184,5936,8080,HTTP,1365,54,PSH
346,2026-01-24 11:37:12.900742,61.127.9.254,59.144.87.231,5672,9000,HTTPS,1290,84,FIN
347,2026-01-24 16:28:39.900744,107.183.245.140,147.2.50.237,34647,22,UDP,1153,68,PSH
348,2026-01-24 08:52:57.900746,134.176.164.100,64.243.187.179,60180,443,TCP,171,40,SYN
349,2026-01-24 01:57:52.900747,79.92.13.82,160.94.225.173,36658,22,HTTP,331,46,SYN
350,2026-01-24 01:54:14.900749,162.112.15.230,37.92.181.252,45626,80,HTTP,285,34,ACK
351,2026-01-23 22:49:19.900751,81.29.241.136,107.217.109.132,50086,80,ICMP,1177,124,FIN
352,2026-01-23 22:52:12.900752,101.119.81.26,68.208.57.195,50358,5432,HTTPS,756,101,SYN
353,2026-01-23 19:42:01.900754,73.123.136.137,90.63.238.29,4136,9000,ICMP,318,48,RST
354,2026-01-24 12:07:22.900756,24.112.198.91,143.69.253.196,23078,80,ICMP,316,57,FIN
355,2026-01-24 04:39:13.900758,54.90.121.152,102.147.20.22,5516,22,HTTPS,320,52,FIN
356,2026-01-24 04:19:39.900759,91.183.14.181,93.252.59.99,23231,3306,TCP,446,103,RST
357,2026-01-24 07:36:10.900761,189.180.72.145,82.233.159.176,16138,3306,ICMP,505,52,PSH
358,2026-01-24 03:47:50.900763,58.252.158.45,123.115.208.75,35309,5432,ICMP,662,42,RST
359,2026-01-24 03:01:11.900764,135.19.46.15,119.96.35.230,17042,8080,HTTP,1177,69,RST
360,2026-01-24 05:34:59.900766,69.112.10.135,131.188.91.4,22410,22,HTTPS,453,103,PSH
361,2026-01-23 20:08:03.900768,132.0.169.235,182.251.53.102,18764,22,UDP,645,119,PSH
362,2026-01-24 15:59:46.900770,167.103.66.88,122.43.61.37,60542,80,TCP,1131,66,PSH
363,2026-01-23 18:55:58.900771,55.165.30.6,111.205.52.190,53805,9000,TCP,661,45,PSH
364,2026-01-23 18:20:06.900773,47.72.56.217,53.33.186.250,53804,22,HTTPS,82,45,PSH
365,2026-01-24 05:43:06.900775,144.186.37.96,60.173.102.153,62464,443,HTTP,1188,41,RST
366,2026-01-24 15:30:10.900777,190.202.51.87,113.62.119.215,45223,8080,HTTP,670,43,ACK
367,2026-01-24 05:53:56.900778,87.165.69.250,118.255.142.196,62059,80,HTTPS,1444,69,ACK
368,2026-01-24 14:27:42.900780,50.223.249.167,192.139.204.92,9234,443,HTTP,96,65,SYN
369,2026-01-23 21:35:16.900782,91.89.182.58,131.207.248.131,45387,5432,TCP,1316,72,ACK
370,2026-01-24 03:49:42.900783,180.89.193.79,81.75.232.28,46663,3306,TCP,925,41,ACK
371,2026-01-24 07:33:26.900785,186.150.65.46,41.128.250.128,13767,5432,UDP,218,48,RST
372,2026-01-24 08:43:40.900787,10.200.16.47,69.68.15.26,61372,3306,HTTPS,968,48,PSH
373,2026-01-23 17:59:52.900788,164.162.113.164,23.34.255.174,56308,5432,ICMP,1333,98,PSH
374,2026-01-23 19:57:32.900790,154.53.254.37,16.91.195.155,43116,22,ICMP,468,93,RST
375,2026-01-24 12:25:40.900792,94.39.121.89,183.167.78.78,45323,443,UDP,907,126,ACK
376,2026-01-24 05:45:55.900794,91.85.45.211,169.49.39.170,7612,3306,UDP,1248,32,RST
377,2026-01-24 14:56:07.900795,191.171.228.3,143.252.238.52,4335,80,HTTP,810,43,SYN
378,2026-01-23 20:41:09.900797,77.107.127.178,85.254.251.130,23456,443,UDP,1204,35,PSH
379,2026-01-24 12:45:12.900799,27.179.131.202,76.175.9.244,61740,80,UDP,334,73,FIN
380,2026-01-24 05:09:58.900800,37.0.24.99,18.220.60.99,65113,443,ICMP,833,44,SYN
381,2026-01-24 06:36:27.900802,122.214.85.227,125.161.192.114,56422,443,HTTP,235,116,SYN
382,2026-01-23 18:00:59.900804,115.252.193.90,127.18.16.46,34779,5432,UDP,337,117,RST
383,2026-01-24 03:37:55.900806,149.192.51.213,152.155.84.126,4345,3306,UDP,322,35,ACK
384,2026-01-24 13:12:28.900807,132.115.83.116,120.68.159.184,16836,3306,HTTP,1222,113,PSH
385,2026-01-23 20:14:16.900809,28.17.150.6,109.249.56.146,38407,9000,HTTPS,485,100,FIN
386,2026-01-24 14:49:05.900811,91.133.53.19,182.251.240.122,49304,443,HTTP,1273,50,SYN
387,2026-01-24 06:37:52.900813,97.87.192.42,153.80.28.101,14170,22,ICMP,427,33,FIN
388,2026-01-23 21:33:10.900814,29.47.173.153,77.253.193.158,58541,22,HTTPS,441,43,ACK
389,2026-01-24 04:11:17.900816,167.247.15.111,183.180.145.83,14678,80,TCP,643,112,ACK
390,2026-01-23 18:28:26.900818,177.84.222.41,25.14.23.33,53917,80,HTTP,954,105,FIN
391,2026-01-24 05:56:35.900819,23.51.169.53,103.178.13.196,36844,5432,ICMP,785,37,PSH
392,2026-01-24 13:14:59.900821,58.209.135.170,170.174.194.25,56750,443,HTTPS,1283,39,ACK
393,2026-01-23 22:44:14.900823,82.152.121.25,119.176.182.106,1750,80,HTTP,944,82,FIN
394,2026-01-24 14:30:00.900825,22.201.251.40,99.28.125.64,4784,80,UDP,1185,42,SYN
395,2026-01-23 18:22:54.900827,23.184.1.110,70.159.43.234,23214,8080,HTTP,668,94,FIN
396,2026-01-24 02:29:13.900828,32.150.245.52,186.33.156.30,2899,443,TCP,85,88,FIN
397,2026-01-23 23:23:21.900830,34.13.105.44,96.86.10.138,24401,5432,HTTP,1259,43,RST
398,2026-01-24 04:43:44.900832,173.149.41.122,93.19.235.169,47761,80,HTTPS,446,104,ACK
399,2026-01-24 17:14:20.900834,39.157.203.121,118.215.136.6,5057,5432,HTTPS,197,33,PSH
400,2026-01-24 04:42:03.900835,135.135.46.165,188.240.11.253,39235,3306,HTTP,1112,39,PSH
401,2026-01-24 06:39:26.900837,149.198.94.95,91.193.199.83,18397,5432,HTTPS,566,42,RST
402,2026-01-24 11:20:22.900839,107.189.95.115,156.50.250.26,4768,22,UDP,1272,84,PSH
403,2026-01-24 10:06:15.900840,21.134.225.120,186.105.172.128,61054,22,HTTP,1172,41,FIN
404,2026-01-24 05:27:38.900842,77.115.137.145,138.173.85.158,26019,5432,UDP,207,116,RST
405,2026-01-24 00:11:53.900844,25.77.49.22,86.186.223.52,18001,22,UDP,1499,115,SYN
406,2026-01-24 10:54:43.900846,181.176.211.249,137.38.109.74,64996,3306,ICMP,287,39,ACK
407,2026-01-24 09:39:16.900847,160.116.31.216,77.24.152.147,33426,443,HTTP,283,67,ACK
408,2026-01-24 12:53:39.900849,109.214.243.147,112.115.47.184,35566,22,HTTPS,242,124,ACK
409,2026-01-24 12:15:41.900851,70.243.153.21,158.48.172.70,11675,22,UDP,496,107,FIN
410,2026-01-24 15:05:35.900852,111.17.75.31,27.243.218.54,34727,5432,ICMP,328,45,SYN
411,2026-01-24 07:07:59.900854,124.88.85.249,98.39.154.130,14419,3306,HTTP,1017,85,RST
412,2026-01-24 14:13:13.900856,64.98.64.11,86.221.160.52,30832,9000,HTTP,492,116,RST
413,2026-01-23 23:25:06.900858,118.40.222.52,116.205.128.160,37600,9000,TCP,479,117,ACK
414,2026-01-23 22:15:01.900859,170.75.132.82,141.232.92.226,17739,9000,TCP,790,52,SYN
415,2026-01-23 22:43:56.900861,27.44.198.143,14.95.255.55,45433,9000,UDP,260,81,SYN
416,2026-01-24 16:31:42.900863,111.166.141.134,179.239.137.240,25330,443,TCP,1140,125,SYN
417,2026-01-24 05:38:29.900864,127.6.214.29,173.222.30.134,20110,5432,UDP,543,70,PSH
418,2026-01-23 19:24:03.900866,116.76.75.146,61.186.236.38,15400,5432,HTTPS,1417,51,PSH
419,2026-01-24 13:07:53.900868,160.51.54.145,71.77.153.217,62374,8080,UDP,1338,119,ACK
420,2026-01-23 20:09:27.900870,35.146.176.225,121.210.163.221,6913,3306,TCP,953,118,SYN
421,2026-01-24 04:11:12.900871,115.135.196.168,26.104.211.69,38846,9000,HTTPS,988,38,SYN
422,2026-01-24 12:17:11.900873,134.242.19.45,83.82.131.176,37660,443,TCP,186,40,RST
423,2026-01-24 11:59:43.900875,80.206.73.159,163.120.207.62,21608,3306,UDP,1474,32,RST
424,2026-01-24 11:19:06.900876,165.205.19.102,39.76.98.8,50377,9000,ICMP,1426,57,ACK
425,2026-01-23 19:09:24.900878,94.121.25.191,72.158.237.125,52673,443,HTTP,841,69,SYN
426,2026-01-24 11:52:32.900880,131.137.190.6,153.223.216.166,35634,3306,TCP,411,69,ACK
427,2026-01-24 01:58:03.900882,96.155.159.72,19.103.81.70,11082,5432,UDP,92,92,RST
428,2026-01-24 16:18:43.900883,135.50.116.35,44.14.132.203,60364,5432,HTTPS,1038,75,RST
429,2026-01-24 02:56:37.900885,86.226.164.69,81.90.21.247,63753,80,TCP,98,117,PSH
430,2026-01-24 04:38:20.900887,116.45.96.114,134.10.28.221,10125,22,TCP,1483,75,ACK
431,2026-01-24 09:15:16.900889,64.208.248.195,31.160.152.222,13521,9000,HTTP,686,105,ACK
432,2026-01-24 01:43:47.900890,142.191.28.132,26.208.186.172,5682,8080,UDP,1381,93,SYN
433,2026-01-23 19:40:18.900892,50.33.159.182,178.46.203.242,12405,3306,ICMP,652,37,SYN
434,2026-01-24 07:31:43.900894,139.206.69.200,45.120.57.147,65224,8080,HTTPS,1436,48,PSH
435,2026-01-24 01:33:28.900895,144.14.88.50,138.61.128.128,41336,80,UDP,1234,82,FIN
436,2026-01-24 09:22:58.900897,61.29.127.9,33.121.62.198,41510,22,HTTPS,1154,69,FIN
437,2026-01-23 22:27:36.900899,126.25.184.181,90.168.199.207,47643,3306,TCP,967,55,FIN
438,2026-01-24 09:11:41.900901,60.140.188.211,70.216.111.37,18178,443,HTTP,583,82,ACK
439,2026-01-24 06:38:07.900902,128.203.63.175,37.89.109.249,20563,9000,HTTP,185,41,ACK
440,2026-01-24 00:49:35.900904,17.123.190.126,80.225.209.66,60869,22,ICMP,403,103,RST
441,2026-01-24 10:50:19.900906,162.228.90.246,160.28.251.137,61082,5432,HTTP,238,52,ACK
442,2026-01-24 04:30:36.900908,131.179.176.42,105.57.162.140,63092,80,TCP,660,101,ACK
443,2026-01-23 21:08:03.900909,76.46.145.8,118.243.126.247,12801,22,ICMP,514,116,ACK
444,2026-01-24 01:51:40.900911,108.25.83.219,81.74.185.122,35420,9000,UDP,620,88,PSH
445,2026-01-24 01:05:36.900913,156.109.113.166,104.157.10.166,31397,22,HTTP,1223,70,ACK
446,2026-01-24 07:38:37.900915,67.105.137.167,165.17.27.177,34178,9000,ICMP,1103,119,SYN
447,2026-01-24 03:59:57.900916,114.10.4.122,181.122.129.142,7055,5432,TCP,1420,64,SYN
448,2026-01-23 23:35:33.900918,43.88.4.58,108.158.185.232,29021,3306,HTTPS,1282,90,RST
449,2026-01-23 22:41:54.900920,74.156.140.109,185.62.121.220,7463,443,HTTPS,72,49,PSH
450,2026-01-24 02:39:35.900921,106.178.235.65,123.198.4.233,23809,5432,TCP,397,87,SYN
451,2026-01-24 12:00:08.900923,65.238.154.174,110.130.154.24,14416,443,TCP,1420,123,PSH
452,2026-01-24 10:37:55.900925,143.203.52.2,70.152.107.221,54184,3306,HTTPS,1080,88,PSH
453,2026-01-23 19:53:15.900927,140.191.144.77,51.224.162.226,29693,22,ICMP,390,127,RST
454,2026-01-24 12:51:49.900928,185.55.246.17,174.208.17.71,29963,443,HTTPS,78,107,PSH
455,2026-01-24 08:48:01.900930,96.141.166.221,30.251.241.189,52642,80,TCP,902,79,ACK
456,2026-01-24 16:00:10.900932,80.133.152.49,115.170.216.225,3306,80,HTTP,289,73,PSH
457,2026-01-23 18:33:29.900933,48.123.29.207,35.82.133.130,35648,9000,UDP,1495,58,RST
458,2026-01-24 00:24:18.900935,163.206.163.175,26.180.215.155,49462,5432,HTTP,176,105,RST
459,2026-01-24 04:23:14.900937,45.13.254.76,150.167.232.178,25388,3306,HTTP,64,83,RST
460,2026-01-23 21:42:45.900939,76.214.207.100,17.26.94.162,3022,9000,TCP,329,73,SYN
461,2026-01-24 14:10:03.900940,19.97.175.186,123.69.1.103,32729,5432,HTTPS,1295,63,ACK
462,2026-01-23 23:07:08.900942,192.113.243.233,61.156.160.148,39268,5432,ICMP,1015,57,SYN
463,2026-01-24 13:21:48.900944,181.183.153.217,31.56.80.64,10452,9000,HTTP,1456,56,FIN
464,2026-01-24 07:31:26.900946,53.92.150.25,142.66.210.203,38461,8080,HTTPS,369,106,ACK
465,2026-01-24 14:50:56.900947,130.65.132.186,91.231.244.224,13360,5432,ICMP,75,54,PSH
466,2026-01-24 12:03:57.900949,153.93.171.168,44.133.88.176,10366,8080,HTTP,1432,88,RST
467,2026-01-24 07:58:14.900951,32.113.181.58,161.167.144.51,54494,80,ICMP,1455,83,FIN
468,2026-01-24 01:32:36.900952,88.215.169.96,31.212.188.47,40856,80,HTTPS,1000,118,ACK
469,2026-01-23 23:12:43.900954,76.150.237.218,110.193.114.6,8470,5432,UDP,483,124,SYN
470,2026-01-24 12:32:16.900956,40.240.27.222,15.117.45.250,51607,80,HTTPS,952,62,RST
471,2026-01-24 01:58:29.900958,172.36.241.228,128.101.134.180,39416,3306,TCP,234,95,SYN
472,2026-01-24 14:33:48.901037,59.61.195.136,53.25.205.159,8485,8080,ICMP,197,102,ACK
473,2026-01-24 09:49:07.901040,86.211.27.223,119.133.76.23,35611,8080,UDP,1028,64,ACK
474,2026-01-24 01:28:39.901042,48.70.102.88,104.87.60.4,11540,5432,ICMP,1112,116,FIN
475,2026-01-24 05:10:29.901043,114.234.73.81,144.222.232.212,14773,80,ICMP,1277,33,PSH
476,2026-01-24 16:55:54.901045,56.41.249.86,182.253.60.58,18538,443,HTTP,1228,49,SYN
477,2026-01-24 02:47:48.901047,171.90.160.163,192.104.97.243,64145,9000,TCP,721,78,FIN
478,2026-01-24 15:57:49.901048,24.2.231.71,78.147.253.98,56739,9000,ICMP,1402,64,RST
479,2026-01-24 03:28:05.901050,63.86.81.126,43.220.105.154,36450,8080,HTTPS,1406,115,PSH
480,2026-01-23 23:37:30.901052,32.66.222.163,65.144.96.108,37292,5432,HTTPS,1179,66,FIN
481,2026-01-24 04:17:14.901054,119.206.219.248,56.209.74.8,25974,5432,HTTP,242,82,SYN
482,2026-01-24 09:19:06.901055,132.196.2.10,84.134.120.159,35912,3306,TCP,1143,49,ACK
483,2026-01-24 03:50:34.901057,146.102.191.244,125.127.189.150,37812,22,TCP,1242,119,RST
484,2026-01-24 14:55:53.901059,13.164.97.5,185.234.43.3,11237,22,HTTPS,174,103,SYN
485,2026-01-24 04:15:09.901060,183.2.127.58,130.68.165.250,62073,8080,UDP,200,61,PSH
486,2026-01-24 09:43:39.901062,187.176.159.34,187.203.108.183,63517,9000,HTTP,295,75,PSH
487,2026-01-24 16:52:35.901064,36.196.156.43,108.216.131.19,37051,3306,HTTP,1055,84,ACK
488,2026-01-24 06:17:59.901065,26.23.152.243,34.30.26.86,29035,3306,HTTPS,531,41,ACK
489,2026-01-24 14:17:42.901068,84.233.172.112,70.241.181.156,43873,3306,HTTPS,795,118,RST
490,2026-01-23 18:14:18.901069,185.68.175.231,181.23.2.65,35615,8080,UDP,544,83,RST
491,2026-01-24 05:41:42.901071,135.183.96.43,139.195.154.251,18882,22,UDP,1155,80,ACK
492,2026-01-24 12:35:07.901073,113.9.116.58,111.189.67.248,19650,9000,TCP,877,42,ACK
493,2026-01-24 12:53:34.901075,43.108.11.151,153.21.91.67,14491,3306,HTTP,1336,97,PSH
494,2026-01-24 16:30:29.901076,139.86.63.94,53.252.173.225,53419,9000,HTTP,1057,89,ACK
495,2026-01-24 07:27:28.901078,192.19.192.225,129.67.45.82,40782,80,HTTPS,386,121,FIN
496,2026-01-24 00:42:04.901080,173.130.24.153,191.221.72.67,55336,5432,TCP,985,67,SYN
497,2026-01-24 12:50:58.901081,22.55.10.13,39.160.22.251,4158,5432,HTTP,967,64,ACK
498,2026-01-24 00:49:22.901083,186.59.213.114,42.255.143.192,52246,9000,TCP,669,78,RST
499,2026-01-24 01:34:10.901085,107.63.129.122,102.220.144.232,17767,443,TCP,492,44,FIN
500,2026-01-23 19:29:55.901087,189.78.105.178,77.135.160.112,16458,443,HTTPS,1356,71,RST
501,2026-01-24 17:42:41.901088,185.4.154.108,52.161.251.196,65071,8080,TCP,211,120,FIN
502,2026-01-24 15:01:05.901090,179.51.138.160,48.225.27.49,48799,8080,UDP,1205,99,ACK
503,2026-01-24 17:12:39.901092,165.70.214.213,48.27.117.47,11257,5432,UDP,913,73,SYN
504,2026-01-24 08:35:05.901094,36.60.144.30,19.240.133.42,50170,80,ICMP,430,50,RST
505,2026-01-24 10:03:03.901096,37.254.101.156,190.239.223.30,2165,22,HTTPS,913,113,FIN
506,2026-01-24 12:27:32.901097,61.134.103.92,136.20.226.92,19043,22,ICMP,1153,125,PSH
507,2026-01-23 21:55:17.901099,190.209.151.42,191.248.234.127,63867,8080,UDP,876,50,ACK
508,2026-01-23 19:44:02.901101,20.254.106.177,38.75.63.90,21408,80,ICMP,1457,89,SYN
509,2026-01-23 22:41:13.901103,133.169.120.1,33.104.145.47,43927,8080,HTTPS,238,54,ACK
510,2026-01-24 02:29:33.901105,13.45.56.214,53.139.108.150,46758,22,HTTPS,651,85,PSH
511,2026-01-24 13:51:16.901106,156.252.76.244,11.92.213.236,37153,9000,TCP,558,111,SYN
512,2026-01-24 07:24:47.901108,33.38.51.232,29.126.255.174,23991,8080,HTTP,1036,96,PSH
513,2026-01-24 09:15:02.901110,75.118.233.254,34.168.13.73,41627,3306,TCP,1201,43,ACK
514,2026-01-24 06:56:17.901111,85.135.237.13,184.62.201.96,12196,9000,HTTPS,1198,55,FIN
515,2026-01-24 13:27:59.901113,35.89.20.219,161.54.165.40,17414,8080,UDP,1234,65,ACK
516,2026-01-24 16:09:51.901115,84.184.160.110,17.41.235.213,4291,5432,UDP,98,84,ACK
517,2026-01-24 09:13:17.901117,39.48.23.3,191.245.232.161,40356,8080,TCP,1062,39,ACK
518,2026-01-24 02:37:02.901118,45.87.168.92,78.2.168.249,27191,5432,HTTPS,1396,49,RST
519,2026-01-23 18:38:21.901120,122.137.47.96,21.231.166.243,22336,80,UDP,601,88,PSH
520,2026-01-23 19:13:36.901122,97.93.58.103,155.66.108.221,28864,22,HTTPS,813,36,PSH
521,2026-01-24 01:15:35.901123,112.233.139.214,22.144.165.205,20014,9000,UDP,1101,57,PSH
522,2026-01-24 15:36:57.901126,108.244.215.167,24.36.195.24,45203,9000,HTTPS,437,61,RST
523,2026-01-24 13:51:59.901127,52.57.67.179,112.130.91.62,6930,443,ICMP,620,85,FIN
524,2026-01-23 23:42:16.901129,25.81.53.107,112.45.10.219,49820,443,HTTPS,296,44,ACK
525,2026-01-23 20:10:34.901131,161.247.224.47,63.83.198.200,53449,22,HTTPS,768,114,FIN
526,2026-01-23 22:23:08.901133,166.194.183.157,113.145.78.31,41403,443,TCP,626,60,RST
527,2026-01-24 17:18:15.901134,17.66.247.236,86.251.221.189,18321,9000,ICMP,1002,34,PSH
528,2026-01-23 18:53:38.901136,134.57.210.113,89.67.183.171,3035,8080,HTTP,950,121,ACK
529,2026-01-23 23:08:18.901138,21.32.133.168,34.188.102.126,51618,80,TCP,789,89,SYN
