node_id,peer_count,latency_ms,bandwidth_mbps,block_propagation_time,transactions_per_second,mempool_size,sync_status,uptime_hours,geographic_region
node_0011,12,188.9,62.75,4.95,757.74,2753,syncing,507,US-West
node_0009,11,167.83,20.2,8.74,265.75,4715,syncing,174,Asia
node_0045,4,99.18,62.12,0.76,732.97,1626,synced,227,US-West
node_0003,21,319.27,63.1,3.61,950.8,4938,synced,656,US-West
node_0015,15,55.71,32.18,3.17,154.22,225,synced,222,Asia
node_0033,4,176.6,60.3,8.84,736.65,3786,syncing,97,Oceania
node_0042,10,266.96,80.35,5.28,477.7,2072,synced,399,US-East
node_0012,17,431.72,11.89,5.53,74.73,94,synced,241,Oceania
node_0049,24,229.7,92.83,9.59,241.95,3907,syncing,85,US-East
node_0042,25,297.26,57.39,9.44,986.99,2215,syncing,614,US-East
node_0010,17,317.81,88.89,1.03,498.54,3796,synced,551,Oceania
node_0032,9,325.45,77.67,3.0,535.18,4530,synced,298,US-East
node_0034,7,344.57,57.69,0.75,817.59,1792,synced,405,EU
node_0047,18,388.65,67.28,2.52,322.77,708,synced,50,Asia
node_0009,14,292.26,99.63,3.02,713.44,3845,synced,193,US-West
node_0047,21,452.82,66.04,1.38,449.59,1988,syncing,272,EU
node_0032,24,209.55,94.14,7.03,771.28,3100,synced,355,Asia
node_0033,9,56.58,3.2,5.57,887.73,3993,syncing,488,US-East
node_0010,2,223.82,23.32,1.55,190.75,1935,syncing,534,Oceania
node_0013,5,390.61,80.97,9.2,845.55,4377,synced,124,Oceania
node_0013,1,315.63,80.12,5.6,58.56,1337,synced,150,US-East
node_0047,17,404.46,39.84,9.53,137.95,1997,syncing,451,US-East
node_0006,1,134.6,66.96,7.22,982.33,1516,syncing,591,Oceania
node_0031,15,105.93,82.01,8.25,87.22,2340,synced,311,EU
node_0015,21,234.47,25.74,7.68,802.42,195,synced,129,Asia
node_0049,3,324.75,20.23,2.85,101.36,3849,synced,365,EU
node_0049,5,419.17,17.17,8.01,405.07,2423,synced,48,US-East
node_0005,22,222.92,85.67,4.12,523.88,2606,syncing,677,Oceania
node_0049,11,115.49,88.32,4.68,917.98,3441,syncing,405,US-West
node_0042,18,154.0,91.16,4.84,625.1,3043,syncing,531,EU
node_0014,14,74.39,20.11,2.67,256.3,1234,synced,334,Asia
node_0039,9,182.45,61.92,6.53,27.33,1659,synced,614,US-East
node_0049,7,244.47,77.73,6.26,752.13,2740,synced,607,US-East
node_0024,6,141.0,56.91,5.33,297.33,85,synced,51,EU
node_0029,18,405.04,6.48,1.3,536.43,2781,synced,81,US-East
node_0026,8,210.33,1.67,2.76,842.02,2936,synced,582,EU
node_0002,21,114.75,71.0,7.0,985.36,3519,synced,436,Asia
node_0022,22,51.13,24.57,6.47,859.72,4454,synced,471,Asia
node_0011,20,253.21,57.91,3.2,944.92,3570,syncing,349,US-East
node_0002,17,179.93,87.6,6.89,755.46,3788,synced,19,EU
node_0035,13,402.42,21.59,6.95,202.67,2477,synced,583,US-East
node_0004,8,484.31,95.8,6.4,229.64,4835,syncing,93,Asia
node_0009,10,88.57,30.22,8.11,476.06,2735,syncing,294,EU
node_0018,5,63.52,9.48,3.85,814.45,1679,syncing,142,US-East
node_0038,16,483.35,4.36,1.14,876.09,3295,synced,525,Oceania
node_0030,23,201.39,57.31,0.7,488.81,1537,syncing,604,US-East
node_0015,13,393.39,28.3,3.64,820.37,532,syncing,245,Oceania
node_0032,21,24.93,12.57,1.16,672.99,2923,synced,512,EU
node_0046,4,261.2,42.25,7.61,87.86,944,synced,430,Asia
node_0041,10,162.12,53.96,3.57,563.0,3964,syncing,329,Oceania
node_0001,23,301.63,17.52,2.16,274.34,2766,synced,433,Oceania
node_0007,23,338.47,4.28,9.26,439.65,4189,synced,167,EU
node_0002,12,324.09,82.05,8.18,971.37,934,syncing,244,US-East
node_0010,20,457.43,80.59,5.94,396.77,4545,synced,7,Oceania
node_0008,14,104.86,32.97,5.95,847.1,4096,synced,303,EU
node_0024,15,222.13,18.03,4.93,277.81,4274,synced,682,Asia
node_0042,23,60.26,60.02,2.9,954.01,45,synced,387,Oceania
node_0049,24,314.27,47.09,4.63,100.25,2143,synced,672,Asia
node_0013,12,246.63,52.05,2.14,464.38,1645,synced,637,US-West
node_0029,10,120.37,21.23,7.0,566.5,961,synced,184,Oceania
node_0033,19,145.01,78.92,9.99,823.74,2793,synced,50,EU
node_0005,5,258.51,61.75,9.62,693.35,4145,synced,465,US-West
node_0017,19,478.4,50.72,8.97,427.74,10,synced,708,Asia
node_0044,10,443.35,1.04,8.5,755.68,4478,synced,406,US-East
node_0049,17,301.54,2.07,1.67,163.19,2906,syncing,143,EU
node_0022,1,395.36,28.15,3.51,348.15,3711,synced,565,Oceania
node_0029,19,480.27,71.67,2.01,137.68,2878,synced,387,Asia
node_0016,17,438.97,94.78,9.38,917.19,4519,synced,120,US-West
node_0015,1,458.98,43.91,5.07,99.58,1653,synced,256,US-West
node_0004,24,118.58,45.72,0.93,747.24,4271,synced,326,US-East
node_0020,6,401.67,90.32,7.89,260.52,2117,synced,631,Oceania
node_0046,7,477.15,15.31,6.99,986.42,1650,syncing,276,Asia
node_0024,5,219.25,1.8,3.56,439.85,3300,synced,541,US-East
node_0030,12,321.06,14.11,7.05,325.32,1044,synced,409,US-West
node_0044,17,152.32,19.68,5.89,680.4,2522,syncing,279,Asia
node_0047,7,382.42,38.58,9.01,497.78,1618,synced,273,EU
node_0025,22,104.69,41.98,2.72,384.08,1645,synced,415,US-East
node_0046,22,46.12,2.19,1.93,96.33,2689,syncing,600,Oceania
node_0019,15,196.76,75.19,6.1,235.42,4759,synced,103,Oceania
node_0003,23,53.85,17.94,0.58,303.69,1564,synced,673,EU
node_0016,10,213.39,58.4,6.79,783.74,4,synced,340,US-West
node_0005,19,429.32,48.69,5.99,153.69,4818,synced,379,EU
node_0016,17,121.55,17.13,6.03,822.87,436,synced,73,Oceania
node_0022,8,287.85,19.31,3.7,413.86,1523,syncing,675,US-West
node_0022,3,408.22,23.33,9.2,788.07,3352,syncing,456,Asia
node_0042,17,244.92,22.97,5.64,460.26,3811,synced,201,EU
node_0021,25,166.85,58.14,5.55,230.25,767,syncing,61,EU
node_0003,14,58.68,74.94,5.77,150.04,1003,synced,222,US-West
node_0040,23,92.32,47.47,5.52,144.91,2902,synced,246,Oceania
node_0010,4,207.66,37.73,3.45,939.75,4004,synced,395,US-West
node_0035,25,334.31,39.61,9.86,291.13,2036,synced,706,Oceania
node_0002,11,270.76,4.35,8.74,666.88,2214,syncing,2,Asia
node_0036,14,59.97,89.03,9.25,334.81,1762,syncing,298,Asia
node_0037,24,148.39,85.81,3.2,899.18,1369,synced,360,Asia
node_0021,4,260.21,89.15,9.21,890.42,2575,synced,501,US-East
node_0019,16,184.51,54.42,3.1,314.13,2137,syncing,606,Asia
node_0007,19,204.78,94.09,5.95,748.03,3499,synced,158,EU
node_0036,23,263.75,92.67,3.37,674.62,1906,synced,351,Asia
node_0001,17,74.3,97.34,5.16,397.79,1726,synced,678,US-East
node_0041,21,274.54,69.99,7.91,433.17,3684,syncing,548,US-East
node_0007,10,177.53,42.82,7.12,546.36,1001,synced,720,Oceania
node_0032,1,443.81,61.63,7.27,416.21,3564,synced,386,US-West
node_0032,4,262.08,90.95,2.41,147.09,3736,synced,612,Asia
node_0044,4,306.64,57.46,6.36,563.71,2016,syncing,311,US-West
node_0016,22,277.21,1.39,1.31,834.91,107,syncing,371,US-East
node_0046,21,207.87,21.29,5.14,434.7,1952,synced,33,Asia
node_0042,5,361.25,91.72,2.9,558.94,233,syncing,609,US-West
node_0024,2,478.59,44.72,2.05,737.33,2079,synced,227,Oceania
node_0009,13,364.46,91.65,4.98,616.1,959,synced,711,Oceania
node_0038,8,231.98,29.74,6.92,759.79,189,synced,633,Oceania
node_0011,6,258.34,6.87,9.36,417.0,3404,synced,225,EU
node_0025,8,196.88,98.64,2.14,542.24,1204,synced,292,US-West
node_0016,15,160.37,86.72,6.55,770.81,1629,synced,53,US-East
node_0003,9,292.93,89.56,5.55,505.35,230,syncing,519,Oceania
node_0016,18,353.81,70.31,6.0,972.99,2094,synced,301,EU
node_0001,10,355.48,39.94,2.28,612.99,256,syncing,221,EU
node_0029,19,412.2,44.49,5.11,537.11,3135,synced,108,Asia
node_0039,21,190.48,37.1,3.96,488.8,2091,syncing,610,Asia
node_0021,25,74.74,14.13,1.57,198.42,4628,syncing,230,US-West
node_0014,1,148.35,82.11,5.07,263.57,743,syncing,595,US-West
node_0022,10,181.04,49.38,7.91,240.88,3240,synced,327,EU
node_0037,25,393.31,3.21,6.02,114.72,4697,syncing,233,Asia
node_0044,19,304.52,17.82,4.55,901.41,1957,syncing,281,EU
node_0046,12,202.78,44.96,7.55,884.52,2256,synced,463,EU
node_0005,18,437.69,83.13,1.92,641.7,836,syncing,411,Asia
node_0021,13,386.3,76.63,2.58,637.09,477,synced,312,US-East
node_0046,14,56.42,80.34,2.42,77.63,1917,syncing,437,Asia
node_0011,3,169.48,79.94,7.61,804.75,204,synced,95,US-East
node_0047,20,93.88,90.82,0.86,601.42,1590,synced,211,US-East
node_0016,15,356.75,73.95,2.25,760.97,3152,synced,567,Asia
node_0044,20,492.99,36.1,5.1,230.13,3407,synced,204,EU
node_0004,6,379.8,47.8,2.18,802.89,1438,synced,150,US-West
node_0018,1,349.95,78.25,7.05,988.29,4547,synced,686,US-East
node_0035,16,238.38,42.84,2.13,933.95,1676,synced,609,US-East
node_0014,6,429.92,96.04,8.64,370.35,2735,synced,53,US-East
node_0018,4,124.6,97.43,3.24,436.91,4407,synced,669,EU
node_0013,19,355.09,34.2,7.38,311.13,3947,synced,661,Asia
node_0035,21,42.32,20.3,8.07,431.69,3493,synced,434,US-West
node_0035,1,192.88,19.14,6.2,535.82,4152,synced,448,EU
node_0026,20,359.02,44.84,8.0,612.09,1676,synced,522,US-East
node_0014,23,267.29,76.2,1.69,415.48,4127,syncing,165,EU
node_0008,14,404.37,14.15,3.31,523.82,1325,synced,445,US-West
node_0019,19,323.73,9.42,8.09,220.2,4177,synced,98,Oceania
node_0022,10,98.79,22.84,2.4,945.76,1391,synced,64,Asia
node_0013,22,441.84,83.86,8.36,629.2,1951,synced,501,Oceania
node_0029,8,452.37,58.55,7.04,819.73,1462,syncing,487,EU
node_0000,10,142.83,5.9,4.13,15.02,3911,synced,404,US-West
node_0036,23,112.82,90.62,6.98,808.17,1940,syncing,262,US-West
node_0029,25,101.36,82.61,2.58,987.23,4022,synced,82,Oceania
node_0042,23,271.57,45.77,2.6,783.11,783,syncing,446,Asia
node_0044,19,496.1,4.69,3.22,835.36,1354,syncing,70,US-East
node_0037,14,60.77,76.98,4.84,512.74,1433,synced,97,Oceania
node_0037,15,54.57,10.94,3.26,329.42,729,synced,148,US-West
node_0037,13,346.56,99.04,7.44,56.26,416,synced,516,Oceania
node_0003,14,26.23,29.08,3.91,975.14,1226,synced,424,EU
node_0022,1,249.02,82.71,9.58,153.82,4610,synced,541,Asia
node_0021,22,168.95,49.78,8.0,623.45,4517,syncing,161,Oceania
node_0047,2,231.04,86.9,5.92,570.72,3825,synced,106,Oceania
node_0033,1,445.49,66.69,3.03,167.58,1863,syncing,390,Asia
node_0040,20,410.65,49.79,5.64,818.26,1656,syncing,638,US-East
node_0020,5,147.48,26.25,4.8,334.23,4733,synced,436,EU
node_0046,21,197.36,93.14,2.18,863.73,1351,syncing,435,US-West
node_0011,3,16.34,66.66,5.27,128.14,2117,synced,76,EU
node_0006,4,71.83,85.37,9.07,178.69,1363,synced,380,US-West
node_0022,17,460.05,52.93,4.51,823.68,1829,synced,8,US-West
node_0024,19,410.2,43.37,3.83,920.11,597,synced,486,Oceania
node_0020,22,427.17,78.4,6.5,637.55,2490,synced,296,Oceania
node_0044,20,22.52,99.27,6.71,448.43,4479,syncing,488,EU
node_0017,16,405.15,68.34,2.19,768.4,1201,synced,586,Asia
node_0046,9,40.17,33.41,6.7,332.41,2736,synced,526,Oceania
node_0032,6,57.79,54.74,5.14,930.47,1143,synced,362,Oceania
node_0001,23,364.56,48.79,4.28,715.06,357,synced,202,US-West
node_0019,14,333.84,54.32,0.64,234.78,4080,syncing,563,Asia
node_0027,1,339.97,88.79,7.04,495.49,4633,synced,414,EU
node_0040,18,321.59,92.58,3.58,484.55,278,synced,487,US-East
node_0036,15,202.4,50.12,4.28,745.67,4510,synced,641,US-East
node_0032,21,39.0,73.21,5.31,938.95,3141,synced,466,Oceania
node_0023,23,310.16,37.76,6.36,985.74,2151,synced,211,Oceania
node_0031,21,323.48,94.7,6.39,495.73,1695,synced,153,Oceania
node_0010,5,97.87,10.04,4.52,587.02,363,synced,292,Oceania
node_0020,24,73.09,70.45,7.27,676.84,713,syncing,108,Asia
node_0007,15,451.46,76.51,2.27,64.91,3071,synced,316,Asia
node_0005,23,412.64,23.99,1.49,795.66,2937,synced,640,US-West
node_0021,4,76.13,27.98,3.38,49.88,2467,synced,688,US-West
node_0010,25,225.45,31.06,5.35,556.01,1915,synced,627,Asia
node_0019,17,31.5,15.38,4.32,75.78,2269,syncing,293,US-East
node_0006,20,379.64,29.25,2.08,717.6,1854,synced,207,Oceania
node_0039,21,301.2,94.48,7.61,216.66,2428,synced,257,Oceania
node_0012,3,428.02,6.41,7.6,851.26,2437,syncing,3,Oceania
node_0039,22,292.62,39.19,1.37,231.71,4369,syncing,49,US-West
node_0021,16,195.8,69.81,0.56,53.34,306,synced,128,Asia
node_0019,1,465.52,17.14,5.21,168.41,1769,synced,454,Oceania
node_0016,9,58.57,70.13,1.35,866.21,1537,synced,149,Oceania
node_0028,14,84.04,85.53,6.95,308.31,2665,synced,350,US-West
node_0039,20,118.28,57.06,7.28,306.85,1125,synced,567,Asia
node_0031,12,17.12,23.88,4.57,734.32,3958,synced,657,US-East
node_0021,25,364.98,83.19,3.26,518.39,87,synced,82,US-East
node_0030,14,226.65,72.32,4.14,610.36,1832,synced,422,US-East
node_0020,5,335.45,5.59,9.87,638.25,4474,synced,90,US-East
node_0025,11,314.01,36.17,2.0,110.56,4380,synced,320,US-West
node_0001,13,243.29,78.22,1.83,145.97,2794,synced,471,Asia
node_0018,4,348.95,89.77,4.16,95.67,2713,synced,80,US-East
node_0018,17,93.45,98.91,3.4,684.99,3159,synced,460,Asia
node_0033,24,194.17,65.15,5.38,967.59,817,syncing,196,Asia
node_0011,5,397.38,19.29,4.8,348.05,1046,synced,312,EU
node_0005,24,216.96,3.31,5.31,650.75,1061,synced,624,US-East
node_0007,3,345.86,90.08,6.97,669.21,4902,synced,588,EU
node_0039,1,467.1,26.59,8.88,534.51,4446,synced,233,Asia
node_0006,22,434.7,77.6,7.43,915.65,782,syncing,671,EU
node_0024,15,135.23,49.27,7.2,652.44,2358,synced,354,US-East
node_0006,8,457.86,47.02,7.06,197.02,705,synced,647,US-West
node_0037,13,131.66,32.33,5.1,68.66,3851,syncing,631,Asia
node_0013,3,55.03,18.07,8.01,408.38,554,synced,705,US-West
node_0039,8,442.26,71.21,7.21,798.75,714,synced,631,Oceania
node_0014,19,331.57,35.64,9.75,271.02,333,synced,563,US-East
node_0002,2,38.91,59.21,4.82,810.74,2519,syncing,460,Oceania
node_0001,24,479.72,78.7,0.62,544.36,2085,syncing,185,US-West
node_0040,17,138.67,88.12,7.56,795.8,3802,synced,324,US-East
node_0049,24,380.72,8.99,2.6,308.77,1860,synced,600,US-East
node_0001,22,421.83,83.28,8.49,987.46,1237,syncing,418,Oceania
node_0014,20,30.3,8.11,8.13,219.5,3355,synced,322,Oceania
node_0048,22,439.16,30.46,6.18,43.32,4220,syncing,128,US-West
node_0035,15,142.95,13.83,5.09,426.27,1317,synced,295,Asia
node_0007,5,485.63,80.16,2.39,995.09,2551,syncing,36,Oceania
node_0014,12,312.82,59.51,6.47,446.72,2931,syncing,185,Oceania
node_0042,13,369.04,39.31,5.0,747.32,2336,syncing,654,Oceania
node_0006,23,335.02,56.77,4.04,442.04,1901,synced,66,Asia
node_0000,25,121.99,54.4,3.99,515.08,1608,syncing,222,Oceania
node_0047,22,42.01,5.41,5.42,946.78,2091,syncing,349,EU
node_0002,7,254.36,66.81,1.68,80.53,2707,synced,304,Asia
node_0019,2,189.75,89.84,3.65,412.88,3717,synced,284,US-East
node_0008,16,382.12,90.08,3.25,495.59,68,synced,217,Oceania
node_0048,23,239.65,36.65,0.67,509.43,491,synced,78,Oceania
node_0038,15,488.18,88.49,5.08,252.84,2101,syncing,653,Asia
node_0049,7,485.61,12.06,3.09,970.4,4463,syncing,226,US-West
node_0019,15,315.53,50.46,5.04,584.87,3084,syncing,703,Asia
node_0013,7,450.56,65.63,8.98,20.9,2770,synced,340,EU
node_0024,20,467.69,43.07,2.16,334.58,2852,synced,684,Oceania
node_0046,13,477.53,9.26,1.93,189.04,524,synced,333,Asia
node_0045,15,18.85,31.88,0.98,376.29,4272,synced,127,US-West
node_0041,14,370.86,48.01,7.82,335.49,4822,synced,431,US-East
node_0014,15,481.36,5.32,9.33,151.42,1145,syncing,499,US-East
node_0022,17,178.18,96.45,9.08,822.12,4770,synced,146,US-East
node_0034,5,36.61,16.1,3.95,876.28,2469,syncing,437,Oceania
node_0028,16,431.74,4.09,2.32,318.6,1942,syncing,402,US-West
node_0013,9,231.17,36.84,8.51,650.01,3973,syncing,295,Asia
node_0048,2,399.57,18.7,9.4,350.61,4583,synced,280,US-East
node_0033,25,371.1,52.12,2.27,942.14,3656,synced,7,EU
node_0031,7,176.37,12.31,1.53,312.87,3986,synced,631,EU
node_0047,24,490.86,58.7,0.94,93.49,1232,synced,594,US-East
node_0047,10,440.71,73.64,3.88,473.94,1687,syncing,286,Asia
node_0038,23,391.15,52.97,8.62,713.05,3898,synced,26,Oceania
node_0021,13,249.09,12.03,6.52,776.1,2490,synced,493,US-West
node_0018,10,213.99,66.8,7.82,43.76,3702,synced,465,US-East
node_0017,8,273.83,19.18,1.3,98.85,3357,synced,454,Asia
node_0044,1,252.49,3.36,3.22,145.76,1859,syncing,709,US-East
node_0030,11,158.71,44.43,4.18,499.15,3346,synced,461,US-East
node_0010,17,252.14,60.72,2.7,224.09,4454,syncing,230,US-East
node_0040,1,193.82,13.79,0.7,910.59,3085,syncing,13,US-West
node_0040,10,342.86,45.31,0.72,985.9,3472,synced,201,US-West
node_0026,7,489.91,35.99,5.98,145.25,389,synced,656,US-West
node_0036,9,403.15,11.71,9.44,801.0,4640,syncing,384,US-West
node_0004,5,236.6,72.87,3.63,383.53,4326,syncing,324,Oceania
node_0024,13,152.78,41.89,4.39,542.93,4460,syncing,510,US-East
node_0012,3,291.49,84.59,1.94,155.29,4894,synced,678,EU
node_0004,2,350.98,11.4,5.77,435.17,4180,syncing,614,US-West
node_0027,3,442.76,76.81,4.31,608.49,4037,synced,709,Oceania
node_0037,21,378.58,5.98,2.05,951.07,3741,synced,361,EU
node_0039,11,185.96,29.61,7.75,850.43,3600,syncing,26,Asia
node_0041,4,389.91,78.3,5.4,271.89,2879,syncing,466,US-West
node_0017,8,15.14,25.58,4.54,843.69,2850,syncing,287,US-East
node_0049,11,179.77,71.28,7.08,933.84,1459,synced,452,US-West
node_0005,11,128.92,16.61,7.83,652.53,2323,synced,600,Asia
node_0020,6,158.28,35.15,9.22,51.42,3184,synced,432,US-West
node_0040,9,326.31,12.63,2.56,172.11,1756,synced,386,Asia
node_0010,18,48.36,52.32,5.09,159.87,2052,syncing,22,Oceania
node_0020,8,483.35,93.49,7.4,625.49,1497,synced,205,Oceania
node_0010,19,170.29,24.47,8.73,971.07,1499,synced,10,US-East
node_0019,16,353.9,57.74,0.9,412.75,930,syncing,366,US-East
node_0048,18,60.52,85.98,1.28,322.69,2824,synced,321,EU
node_0044,21,89.44,42.24,5.92,147.4,797,synced,112,Oceania
node_0023,25,294.35,28.54,6.82,950.96,2797,synced,644,US-East
node_0048,17,239.55,40.93,8.54,755.2,2525,synced,186,US-East
node_0038,16,442.6,85.5,3.94,51.38,4882,synced,332,US-West
node_0042,13,103.21,2.36,5.33,346.16,3736,synced,155,Oceania
node_0018,25,228.8,39.51,8.52,942.92,4987,syncing,382,Asia
node_0033,15,103.52,90.95,4.1,547.92,3518,syncing,12,US-West
node_0047,1,178.22,58.1,7.8,723.07,4831,syncing,636,Oceania
node_0021,8,189.37,51.81,1.65,70.32,4818,synced,237,Oceania
node_0016,24,21.93,85.85,9.82,623.78,4571,syncing,411,EU
node_0041,9,490.17,5.08,8.99,199.6,4179,syncing,102,EU
node_0006,1,179.87,82.32,9.16,690.98,2870,synced,424,US-East
node_0002,4,192.26,10.13,6.77,461.83,2937,syncing,596,US-West
node_0004,13,321.48,40.73,3.71,533.29,949,synced,466,EU
node_0026,4,348.43,18.92,6.77,232.29,3762,syncing,401,EU
node_0008,3,361.35,46.63,6.02,269.79,3919,synced,178,EU
node_0040,1,243.68,5.14,2.07,417.91,1218,synced,369,EU
node_0043,20,191.54,98.28,3.68,668.24,2027,syncing,99,US-East
node_0000,25,286.91,1.52,9.31,985.95,864,synced,703,US-East
node_0040,20,57.7,69.49,6.9,618.46,4504,synced,667,US-West
node_0025,24,219.33,73.99,9.84,943.66,163,synced,367,Oceania
node_0046,16,163.31,8.7,4.0,710.78,1256,synced,70,US-West
node_0035,25,49.89,40.48,5.45,299.36,142,synced,245,US-West
node_0017,17,154.36,12.97,5.12,553.61,4315,syncing,441,EU
node_0008,18,254.13,30.35,2.46,203.77,3636,synced,509,US-West
node_0021,2,204.58,20.19,1.89,642.06,1644,syncing,345,US-West
node_0007,20,135.17,60.57,3.68,394.6,1973,synced,601,Oceania
node_0001,1,311.11,56.64,5.48,853.51,3665,synced,162,Oceania
node_0032,21,290.77,79.67,3.36,30.22,3342,syncing,286,Oceania
node_0043,21,306.36,71.91,5.16,743.39,4178,synced,269,Asia
node_0004,14,357.88,62.98,9.12,99.63,77,synced,44,Asia
node_0024,22,338.71,42.62,4.25,932.79,3161,syncing,706,US-East
node_0017,8,397.77,65.59,9.26,714.49,383,synced,258,US-East
node_0007,7,338.99,65.19,8.17,92.09,4567,synced,285,EU
node_0039,23,109.58,25.45,1.9,259.81,3251,synced,397,Oceania
node_0024,21,488.38,60.52,4.8,262.26,2491,synced,341,US-West
node_0005,24,18.77,19.76,9.36,594.01,1265,synced,170,US-West
node_0048,15,413.91,29.97,7.08,208.22,677,synced,467,Asia
node_0039,6,323.39,5.02,9.32,814.47,2386,synced,242,US-East
node_0047,12,306.28,74.9,8.44,87.67,3135,synced,104,Asia
node_0020,20,269.17,29.25,1.99,439.96,3939,synced,121,Asia
node_0011,2,205.46,66.13,3.01,533.6,3633,syncing,566,EU
node_0047,5,142.92,90.95,7.24,555.81,2556,synced,663,EU
node_0048,7,393.48,60.07,1.82,512.74,4417,synced,408,Asia
node_0020,4,206.49,58.4,0.74,760.34,2803,syncing,189,EU
node_0020,16,87.46,34.63,1.68,173.01,3767,synced,629,EU
node_0002,6,200.37,1.07,2.83,349.96,1002,syncing,424,Oceania
node_0023,12,44.82,71.81,1.41,872.43,2353,synced,235,US-East
node_0021,20,386.09,60.32,0.81,912.6,2779,syncing,497,EU
node_0038,17,167.52,75.92,8.29,383.24,176,synced,193,EU
node_0005,5,490.34,10.97,3.55,902.81,4287,synced,710,US-East
node_0039,24,377.6,11.52,1.52,897.71,995,synced,494,US-East
node_0029,19,34.47,44.52,8.11,694.0,4171,synced,320,EU
node_0017,13,49.47,52.85,7.27,80.85,3643,synced,2,EU
node_0004,8,281.73,67.7,0.8,326.27,691,synced,609,US-West
node_0017,10,357.98,17.0,2.29,548.61,2997,synced,519,US-West
node_0007,20,141.1,1.0,2.26,843.15,4179,syncing,226,US-East
node_0008,2,220.54,54.77,6.39,183.51,4174,synced,380,US-West
node_0045,12,240.58,92.59,4.06,809.73,3981,synced,644,US-West
node_0003,6,379.44,86.85,4.28,89.69,971,synced,598,Asia
node_0039,16,408.25,82.7,9.55,521.01,1226,synced,512,Asia
node_0048,10,488.7,23.24,8.22,380.75,406,synced,205,US-East
node_0016,8,208.92,20.84,6.43,860.77,1869,synced,348,EU
node_0030,25,496.48,54.28,7.33,330.54,2525,synced,141,EU
node_0034,18,120.84,33.21,2.85,842.42,4511,synced,44,Oceania
node_0046,11,127.81,23.16,3.51,926.83,1768,syncing,207,US-East
node_0015,7,31.6,9.21,2.4,918.51,2417,synced,339,US-East
node_0045,23,80.78,60.26,1.99,387.64,3501,synced,89,US-East
node_0044,22,388.54,91.41,8.25,292.22,1284,syncing,647,US-West
node_0000,2,268.28,53.48,5.42,210.25,4495,syncing,606,US-East
node_0044,15,364.46,27.75,2.8,221.67,2463,syncing,603,EU
node_0007,16,89.05,97.68,1.8,709.07,4357,synced,504,US-East
node_0034,3,298.99,88.6,6.78,247.2,1481,synced,347,Oceania
node_0028,19,11.16,29.42,9.46,907.47,2058,syncing,194,US-West
node_0047,20,285.48,60.4,2.01,509.43,4035,syncing,636,EU
node_0034,21,46.52,16.85,3.34,19.35,2102,synced,159,Asia
node_0017,17,407.71,11.43,3.91,380.72,1162,synced,239,Oceania
node_0008,7,280.48,73.55,8.83,165.46,3808,synced,141,Oceania
node_0021,9,386.68,23.0,1.56,410.49,1771,synced,55,US-East
node_0046,16,464.91,98.0,9.94,296.53,3588,synced,201,Oceania
node_0001,13,489.07,37.64,3.14,725.12,3431,synced,675,Asia
node_0007,19,324.09,93.53,8.7,458.25,3589,synced,404,US-West
node_0034,8,327.07,4.17,4.69,189.46,1602,synced,699,EU
node_0031,19,298.68,45.79,1.28,720.44,3234,synced,531,US-East
node_0026,25,218.6,69.68,4.77,160.46,77,synced,161,EU
node_0030,3,66.5,94.01,6.22,916.06,3562,synced,49,US-West
node_0011,14,372.6,25.41,6.24,547.56,4261,synced,383,Oceania
node_0039,19,366.05,30.77,4.31,306.32,2512,syncing,239,US-East
node_0043,5,73.02,85.85,9.35,765.22,3239,syncing,476,EU
node_0027,14,266.14,54.62,1.4,460.83,3797,syncing,412,Oceania
node_0042,10,25.06,53.8,9.44,913.13,4909,syncing,426,Oceania
node_0042,17,346.95,21.71,2.08,147.33,2933,synced,584,EU
node_0004,1,498.94,72.76,9.72,190.6,3218,syncing,207,US-West
node_0004,23,64.47,92.33,0.89,42.81,4547,synced,319,Oceania
node_0016,20,321.72,24.44,6.15,169.93,2721,syncing,535,US-East
node_0027,5,481.31,47.85,3.09,636.5,1016,syncing,224,US-East
node_0039,1,214.94,35.59,6.78,857.36,1078,synced,289,US-East
node_0032,9,202.44,86.69,4.45,125.49,4330,synced,387,EU
node_0023,8,36.19,29.37,1.73,348.9,417,synced,373,US-West
node_0027,22,86.33,69.07,0.84,817.23,4651,synced,187,Oceania
node_0014,3,114.6,81.74,8.75,973.2,1534,syncing,531,US-East
node_0003,3,41.39,26.18,9.39,25.92,1849,synced,498,US-West
node_0004,18,232.08,95.6,1.5,618.97,2775,syncing,119,EU
node_0013,8,208.72,73.06,3.39,393.08,935,synced,153,US-West
node_0032,25,100.28,21.93,8.97,759.15,183,synced,355,Oceania
node_0038,23,217.05,19.58,8.18,346.76,801,syncing,519,Asia
node_0014,25,144.49,33.05,7.86,346.71,2360,synced,359,US-East
node_0029,17,135.09,70.1,4.43,856.92,2510,synced,129,EU
node_0031,1,138.82,57.99,6.51,355.19,2254,syncing,536,Asia
node_0033,10,245.99,43.31,5.78,989.13,4662,synced,289,Asia
node_0013,9,384.45,8.87,6.76,406.1,4778,syncing,373,US-West
node_0031,24,286.85,5.85,8.89,821.19,4303,syncing,537,EU
node_0042,25,216.27,44.89,2.36,81.5,4930,syncing,624,Oceania
node_0048,19,250.54,15.96,2.93,353.06,3036,synced,252,US-East
node_0025,23,69.61,52.53,2.72,222.39,3158,synced,584,US-West
