user_id,session_id,login_time,pages_visited,session_duration_minutes,clicks,purchases,cart_value,device_type,browser,location
USER000247,1279bfe8152a,2026-01-03 15:54:09.919974,25,189.52,23,1,128.39,Desktop,Edge,JP
USER000248,904a81ae9d02,2026-01-06 15:54:09.919976,35,6.24,26,0,73.6,Desktop,Chrome,CA
USER000249,cc40c3a5cf24,2026-01-04 05:54:09.919977,47,4.81,14,1,88.14,Desktop,Safari,IN
USER000250,8ea95d69705d,2025-12-26 03:54:09.919979,39,3.12,17,1,50.33,Mobile,Safari,DE
USER000251,3cd15729d5db,2026-01-07 02:54:09.919981,7,26.01,13,1,139.64,Mobile,Chrome,DE
USER000252,d7a8eef04050,2025-12-30 01:54:09.919983,38,29.65,21,3,161.3,Desktop,Edge,JP
USER000253,606482b91856,2025-12-28 14:54:09.919985,32,13.63,24,1,107.93,Desktop,Firefox,JP
USER000254,e29b3b7f3448,2026-01-10 12:54:09.919986,3,23.0,18,1,434.97,Mobile,Edge,AU
USER000255,2fcd5e0c5644,2026-01-18 20:54:09.919988,45,46.59,17,1,64.92,Tablet,Edge,UK
USER000256,12b6df6afe12,2025-12-27 20:54:09.919990,39,51.13,11,1,146.14,Mobile,Firefox,UK
USER000257,bf4650f698c1,2026-01-14 06:54:09.919992,37,95.04,23,5,222.02,Desktop,Firefox,AU
USER000258,95ba78d66d55,2026-01-08 09:54:09.919994,22,52.16,22,1,124.03,Mobile,Firefox,UK
USER000259,bd0f92fd0c00,2026-01-06 21:54:09.919996,8,24.96,19,1,170.29,Mobile,Safari,CA
USER000260,e04293d0a846,2026-01-01 07:54:09.919998,17,5.94,13,2,240.12,Desktop,Firefox,AU
USER000261,7796137b5f5f,2026-01-03 12:54:09.919999,27,3.15,28,1,128.1,Mobile,Firefox,AU
USER000262,4c3c6d24f4c7,2026-01-01 18:54:09.920001,33,1.68,19,1,162.59,Desktop,Edge,UK
USER000263,61409a02a0b7,2026-01-01 23:54:09.920003,46,32.95,19,0,42.38,Tablet,Edge,US
USER000264,b36e23003d1a,2026-01-03 17:54:09.920005,17,49.44,18,1,4.56,Mobile,Chrome,JP
USER000265,b0d5f3e3fd28,2026-01-02 00:54:09.920007,42,21.32,26,0,129.33,Mobile,Edge,UK
USER000266,4fb7c0392204,2026-01-01 20:54:09.920008,12,1.69,20,0,67.53,Mobile,Firefox,FR
USER000267,a8ca6acf754b,2026-01-14 22:54:09.920010,48,23.0,21,2,75.87,Desktop,Safari,US
USER000268,24a38e58c1db,2026-01-08 08:54:09.920012,46,82.35,22,0,68.25,Mobile,Edge,AU
USER000269,670e5e165514,2026-01-21 04:54:09.920014,27,27.31,18,2,90.8,Mobile,Edge,US
USER000270,a3ead219d451,2025-12-30 23:54:09.920016,48,49.73,10,2,102.63,Mobile,Firefox,CA
USER000271,c62eb3660c9b,2026-01-06 18:54:09.920018,8,48.31,28,2,144.61,Mobile,Edge,DE
USER000272,3a3b8ed21548,2026-01-02 06:54:09.920020,23,80.7,19,1,121.56,Mobile,Edge,US
USER000273,d27329fbe1c2,2025-12-31 02:54:09.920022,42,44.12,26,0,163.6,Tablet,Firefox,FR
USER000274,a365406801cb,2025-12-26 03:54:09.920024,49,41.31,21,2,299.03,Mobile,Edge,DE
USER000275,27197107271d,2026-01-15 09:54:09.920026,29,8.0,31,2,70.33,Mobile,Safari,CA
USER000276,5cb0930ec149,2025-12-25 18:54:09.920027,20,1.85,21,2,120.84,Desktop,Chrome,FR
USER000277,ea71e94ef23f,2026-01-21 00:54:09.920029,16,21.87,12,0,17.05,Mobile,Edge,IN
USER000278,bcdab4afa345,2026-01-14 17:54:09.920031,17,3.99,22,3,74.32,Desktop,Safari,DE
USER000279,ace514375c44,2026-01-09 07:54:09.920033,16,98.26,20,0,28.45,Desktop,Edge,IN
USER000280,1315864c6354,2026-01-24 15:54:09.920035,19,10.27,16,1,85.66,Desktop,Chrome,CA
USER000281,ea60a10fa8e4,2026-01-16 01:54:09.920036,8,57.51,22,1,72.74,Mobile,Firefox,DE
USER000282,c2ff04477773,2026-01-24 00:54:09.920038,38,14.71,19,0,111.29,Mobile,Chrome,DE
USER000283,88f426999b31,2026-01-09 06:54:09.920040,38,11.71,22,1,56.64,Mobile,Edge,UK
USER000284,f33cb2d9b54e,2025-12-31 22:54:09.920042,29,82.07,22,2,9.81,Desktop,Chrome,FR
USER000285,513fe4101eec,2026-01-04 12:54:09.920044,41,13.54,17,2,39.82,Mobile,Chrome,JP
USER000286,3a3729c78f93,2026-01-19 01:54:09.920046,36,14.84,25,3,53.06,Mobile,Firefox,FR
USER000287,e5280a9e06b3,2026-01-20 01:54:09.920048,26,3.36,22,1,156.14,Desktop,Edge,US
USER000288,767d52f50b1e,2026-01-22 04:54:09.920052,31,33.3,17,2,48.77,Desktop,Chrome,IN
USER000289,3013f0cdc189,2026-01-09 20:54:09.920055,44,10.23,16,0,287.5,Desktop,Chrome,IN
USER000290,65762228abb4,2026-01-09 08:54:09.920058,12,26.43,25,1,153.92,Mobile,Firefox,FR
USER000291,6ff7f84143cc,2026-01-18 19:54:09.920061,17,26.85,15,0,34.59,Mobile,Safari,FR
USER000292,9e40f2f917d8,2026-01-12 04:54:09.920065,15,38.1,24,1,55.18,Desktop,Edge,DE
USER000293,45effd01bfd4,2026-01-05 02:54:09.920068,9,41.02,22,1,156.99,Tablet,Safari,IN
USER000294,e01f175a931c,2026-01-18 14:54:09.920071,39,21.67,16,1,54.49,Desktop,Safari,AU
USER000295,50fa66a5c392,2026-01-01 05:54:09.920074,42,12.06,25,2,36.94,Desktop,Firefox,JP
USER000296,4278b36d42d0,2026-01-06 18:54:09.920077,48,54.5,19,3,44.68,Desktop,Firefox,UK
USER000297,ce725b60c18b,2026-01-14 09:54:09.920080,12,11.13,20,1,72.34,Desktop,Edge,JP
USER000298,328a1aa156bb,2026-01-15 18:54:09.920083,32,21.25,18,4,36.41,Desktop,Safari,US
USER000299,8448561cb7fa,2026-01-15 04:54:09.920086,25,15.39,22,2,117.51,Desktop,Chrome,JP
USER000300,238d502ecbb5,2026-01-22 08:54:09.920090,39,57.95,12,1,332.6,Mobile,Safari,UK
USER000301,bf47d8bae1c3,2026-01-18 20:54:09.920093,18,16.96,30,2,86.86,Desktop,Firefox,US
USER000302,b2e19e6fb8bb,2026-01-19 17:54:09.920095,15,14.64,23,0,108.88,Mobile,Chrome,CA
USER000303,43f3a3fca65b,2025-12-26 01:54:09.920098,32,35.12,15,3,62.21,Mobile,Chrome,DE
USER000304,1c0588da81af,2025-12-25 17:54:09.920101,6,27.67,18,2,334.05,Desktop,Firefox,FR
USER000305,76e71bc43578,2026-01-18 15:54:09.920104,44,3.4,14,4,46.02,Mobile,Chrome,FR
USER000306,47d8b10023fc,2026-01-08 15:54:09.920107,43,21.29,22,2,85.65,Desktop,Safari,AU
USER000307,03c7340aa7bc,2026-01-23 15:54:09.920109,35,39.89,20,2,109.97,Mobile,Firefox,JP
USER000308,5f694ece4635,2025-12-26 01:54:09.920112,34,145.13,16,2,47.74,Tablet,Edge,IN
USER000309,03843a52b068,2026-01-06 15:54:09.920116,38,29.76,14,1,92.08,Desktop,Firefox,IN
USER000310,4fc082f2f887,2026-01-08 21:54:09.920119,5,13.88,25,1,156.86,Tablet,Edge,UK
USER000311,eecda220b3a0,2026-01-22 10:54:09.920122,18,7.69,26,1,52.62,Mobile,Edge,UK
USER000312,a1b425c258c6,2025-12-25 19:54:09.920125,16,61.87,27,1,23.21,Tablet,Firefox,UK
USER000313,ec77f1842ada,2026-01-20 05:54:09.920128,8,50.55,22,1,151.51,Mobile,Firefox,IN
USER000314,c50be995d82b,2025-12-27 11:54:09.920131,25,7.99,25,3,122.36,Desktop,Edge,FR
USER000315,b09e71a61210,2025-12-30 22:54:09.920135,32,6.72,14,2,82.65,Mobile,Edge,IN
USER000316,6e32174f4482,2026-01-21 14:54:09.920138,26,37.67,19,4,51.9,Desktop,Chrome,UK
USER000317,214fdca9c5b4,2026-01-04 09:54:09.920141,22,11.35,26,2,7.0,Desktop,Firefox,DE
USER000318,4deccb953fac,2025-12-30 09:54:09.920145,31,10.98,17,2,202.42,Desktop,Firefox,US
USER000319,baea2a76ecb4,2026-01-18 00:54:09.920148,43,4.96,21,3,40.49,Desktop,Chrome,FR
USER000320,1016c508c3d5,2026-01-23 11:54:09.920151,10,9.19,18,1,45.01,Mobile,Firefox,DE
USER000321,a1800290635d,2026-01-18 11:54:09.920155,12,16.73,17,3,45.2,Mobile,Chrome,CA
USER000322,15208e8456ad,2026-01-09 03:54:09.920158,28,39.6,24,1,164.77,Tablet,Chrome,JP
USER000323,11371e56dec6,2026-01-18 17:54:09.920161,6,12.3,18,1,241.02,Desktop,Firefox,DE
USER000324,7df110ccd7be,2026-01-21 09:54:09.920164,20,11.95,26,1,46.73,Tablet,Safari,JP
USER000325,1de036674af0,2026-01-14 07:54:09.920167,5,10.06,19,2,36.27,Tablet,Edge,DE
USER000326,724b7c809c04,2026-01-21 11:54:09.920169,23,19.52,18,2,76.05,Desktop,Firefox,CA
USER000327,9dd0ddc312e3,2026-01-24 05:54:09.920171,9,5.98,23,1,55.03,Desktop,Safari,DE
USER000328,2a4601796f36,2025-12-31 11:54:09.920172,29,19.94,20,1,33.85,Mobile,Chrome,US
USER000329,4701125f09f2,2026-01-06 23:54:09.920174,16,36.54,20,3,194.5,Mobile,Safari,FR
USER000330,219cf36a876a,2026-01-18 08:54:09.920176,46,0.91,20,2,139.87,Mobile,Firefox,JP
USER000331,4b0f53babb36,2026-01-16 23:54:09.920178,22,0.29,25,1,24.78,Mobile,Firefox,AU
USER000332,e69c1a4baa4e,2026-01-04 16:54:09.920180,8,2.34,12,2,107.72,Desktop,Safari,IN
USER000333,eab867c2ad76,2026-01-18 18:54:09.920182,20,23.01,20,2,101.23,Desktop,Firefox,CA
USER000334,7eaad5b469d3,2026-01-02 05:54:09.920183,14,57.82,19,3,144.13,Mobile,Edge,JP
USER000335,a0c262cd7f47,2025-12-25 22:54:09.920185,39,0.15,18,1,27.12,Desktop,Safari,FR
USER000336,afd1f3560e4f,2026-01-11 23:54:09.920187,37,82.78,24,0,185.36,Mobile,Chrome,UK
USER000337,44d5b7ba5489,2026-01-04 16:54:09.920189,34,3.37,9,1,70.53,Mobile,Safari,JP
USER000338,438324379d20,2026-01-07 04:54:09.920191,11,55.35,17,1,132.47,Mobile,Safari,US
USER000339,94487eb61f46,2026-01-10 08:54:09.920193,40,19.78,13,3,33.53,Tablet,Safari,AU
USER000340,e6522df4b6b0,2026-01-05 19:54:09.920195,33,32.31,22,1,55.98,Desktop,Safari,US
USER000341,f8e2b8db4d5a,2025-12-28 05:54:09.920196,31,21.44,19,3,47.37,Mobile,Chrome,JP
USER000342,1892a3dda7d0,2025-12-26 02:54:09.920198,44,19.45,21,1,14.54,Mobile,Chrome,US
USER000343,27ddc37e2de6,2026-01-24 04:54:09.920200,34,54.04,19,4,34.26,Tablet,Chrome,UK
USER000344,5b85e16cae21,2026-01-12 12:54:09.920202,7,42.3,22,0,45.31,Mobile,Safari,AU
USER000345,fd08334f5ca5,2026-01-20 00:54:09.920204,49,19.81,17,3,75.21,Desktop,Edge,IN
USER000346,74d4cdb4ae8c,2026-01-18 02:54:09.920205,23,3.55,13,3,137.78,Tablet,Edge,US
USER000347,d15e528e8863,2026-01-22 04:54:09.920207,46,3.68,13,3,185.23,Mobile,Chrome,UK
USER000348,cee35ae15170,2025-12-28 08:54:09.920209,7,48.51,23,0,160.07,Desktop,Edge,CA
USER000349,69bf0559aee3,2026-01-23 09:54:09.920212,25,22.61,36,1,168.81,Mobile,Edge,UK
USER000350,fbebcf65022d,2025-12-29 23:54:09.920215,3,19.71,19,2,219.89,Mobile,Edge,DE
USER000351,1b155eeaccf5,2026-01-17 08:54:09.920217,38,34.24,26,0,90.14,Mobile,Edge,JP
USER000352,0b735e94e021,2026-01-03 06:54:09.920219,20,58.74,21,0,172.7,Desktop,Edge,FR
USER000353,dc8f684e14b6,2026-01-17 21:54:09.920220,34,29.74,16,1,57.01,Mobile,Firefox,JP
USER000354,e10d0bec89b9,2026-01-24 06:54:09.920223,49,43.17,22,1,85.54,Mobile,Chrome,JP
USER000355,af905aa47d0a,2026-01-07 20:54:09.920224,44,43.48,15,2,81.23,Mobile,Safari,UK
USER000356,5a7e5575c492,2026-01-06 16:54:09.920226,44,13.21,23,0,116.2,Desktop,Edge,UK
USER000357,2b785f00903e,2025-12-26 17:54:09.920228,30,9.61,16,1,80.24,Desktop,Firefox,UK
USER000358,9f139b339640,2026-01-05 08:54:09.920230,17,48.46,21,1,40.69,Mobile,Safari,JP
USER000359,322b90df78c1,2026-01-01 02:54:09.920232,10,14.2,14,2,54.31,Mobile,Firefox,IN
USER000360,0b0fc405045b,2026-01-13 17:54:09.920234,35,70.1,23,0,69.12,Desktop,Edge,US
USER000361,06f55d88f7f9,2025-12-31 08:54:09.920236,20,2.17,29,1,13.13,Desktop,Edge,IN
USER000362,eeeb9d4a0d83,2026-01-03 08:54:09.920237,18,1.8,12,3,205.2,Desktop,Edge,AU
USER000363,d4035befce90,2026-01-11 16:54:09.920239,45,78.52,27,5,102.79,Mobile,Edge,UK
USER000364,6a333c5b5bd9,2026-01-15 01:54:09.920241,44,31.36,19,4,117.91,Desktop,Safari,UK
USER000365,257e1ddceab4,2026-01-06 16:54:09.920243,27,14.32,17,3,152.69,Desktop,Safari,DE
USER000366,de385f28aec3,2026-01-18 01:54:09.920245,49,42.2,21,1,151.94,Desktop,Firefox,DE
USER000367,c0b556eefbc6,2026-01-13 03:54:09.920247,36,33.47,19,2,48.45,Mobile,Chrome,CA
USER000368,004d6a5cd004,2026-01-20 19:54:09.920248,23,22.73,20,1,126.37,Desktop,Edge,CA
USER000369,01dc87314411,2026-01-02 11:54:09.920250,32,3.12,25,2,128.3,Desktop,Firefox,DE
USER000370,37e0af4ad744,2026-01-08 15:54:09.920252,10,50.17,22,1,84.47,Tablet,Firefox,AU
USER000371,4a8ae53598e7,2026-01-19 09:54:09.920254,11,60.3,21,2,37.34,Desktop,Firefox,CA
USER000372,b3ced0911931,2026-01-15 17:54:09.920256,38,5.67,31,1,107.64,Desktop,Edge,FR
USER000373,bae46162b6e2,2026-01-07 15:54:09.920258,6,57.02,17,0,276.29,Tablet,Edge,FR
USER000374,48d6ce289e29,2025-12-29 08:54:09.920259,41,63.07,23,2,70.81,Desktop,Firefox,AU
USER000375,1b869363da49,2026-01-22 08:54:09.920261,47,23.92,17,0,74.23,Mobile,Edge,DE
USER000376,1e412b831cb1,2026-01-15 09:54:09.920263,34,32.03,19,1,102.36,Desktop,Firefox,CA
USER000377,ea195092c562,2026-01-08 00:54:09.920265,36,14.45,25,0,186.75,Mobile,Safari,UK
USER000378,bbafc525d32a,2026-01-16 21:54:09.920267,37,9.93,22,1,15.15,Desktop,Edge,DE
USER000379,5d7863557001,2025-12-31 21:54:09.920268,17,38.4,22,0,235.6,Mobile,Safari,CA
USER000380,12ecac44fa6b,2025-12-29 22:54:09.920272,40,59.39,19,3,13.0,Desktop,Chrome,AU
USER000381,a8fc895cbaa5,2026-01-21 10:54:09.920275,40,31.85,19,1,287.7,Desktop,Edge,FR
USER000382,19495331eb14,2025-12-26 04:54:09.920278,12,21.5,24,1,94.16,Mobile,Chrome,JP
USER000383,520ca7d25187,2026-01-04 18:54:09.920282,21,5.19,23,1,30.96,Tablet,Firefox,AU
USER000384,7e4b2e1f434c,2026-01-04 09:54:09.920285,40,1.65,16,2,69.5,Desktop,Edge,JP
USER000385,a7d7fb3f221e,2026-01-11 09:54:09.920288,19,17.7,21,2,9.04,Mobile,Edge,CA
USER000386,239c42ec4d08,2025-12-27 21:54:09.920291,3,1.52,23,2,66.91,Desktop,Edge,AU
USER000387,4c1ca0b46659,2025-12-28 08:54:09.920295,18,25.27,25,2,80.5,Mobile,Chrome,CA
USER000388,9c1cdb8d69c9,2026-01-07 11:54:09.920298,19,14.47,21,3,123.77,Desktop,Chrome,CA
USER000389,44874e303a51,2026-01-08 12:54:09.920301,47,42.46,25,3,105.13,Mobile,Firefox,JP
USER000390,c86cd2652172,2026-01-17 17:54:09.920305,6,10.94,17,2,43.18,Desktop,Safari,AU
USER000391,e2d6057d2149,2026-01-22 10:54:09.920308,16,26.97,20,1,92.93,Desktop,Safari,US
USER000392,e73ae9b10181,2026-01-08 21:54:09.920311,8,23.15,19,2,76.74,Desktop,Chrome,UK
USER000393,4b1d265a1cd2,2025-12-28 03:54:09.920314,48,0.14,26,1,24.1,Desktop,Edge,DE
USER000394,c269de9cd262,2026-01-06 15:54:09.920317,18,2.25,23,2,57.85,Tablet,Safari,FR
USER000395,ebb61dc2c8a4,2026-01-16 10:54:09.920321,48,10.29,17,2,130.41,Tablet,Safari,UK
USER000396,b8035246af88,2026-01-13 05:54:09.920324,43,64.17,23,2,101.3,Mobile,Chrome,DE
USER000397,2c81ebee24a9,2026-01-20 02:54:09.920327,39,4.77,14,3,28.94,Desktop,Firefox,DE
USER000398,37ae6b82a055,2026-01-20 07:54:09.920330,49,37.23,27,0,83.33,Desktop,Chrome,FR
USER000399,a3dcef088746,2026-01-21 10:54:09.920333,49,108.77,24,0,30.23,Mobile,Chrome,UK
USER000400,caa35d45a8f1,2026-01-09 06:54:09.920336,12,46.9,15,1,68.44,Tablet,Edge,FR
USER000401,988cf7842a10,2025-12-30 00:54:09.920339,45,8.35,18,3,65.89,Desktop,Chrome,CA
USER000402,03026f2256aa,2026-01-10 10:54:09.920343,10,71.7,14,2,94.09,Mobile,Edge,FR
USER000403,afb60e68de63,2026-01-23 13:54:09.920346,7,2.93,19,2,87.01,Tablet,Firefox,JP
USER000404,36c39959ec99,2026-01-14 12:54:09.920349,46,18.94,15,2,30.36,Mobile,Edge,JP
USER000405,b48267cd7424,2026-01-12 17:54:09.920353,1,65.56,16,2,56.6,Desktop,Firefox,AU
USER000406,fb1be7baf9f3,2026-01-17 19:54:09.920356,49,30.76,16,3,35.17,Desktop,Firefox,US
USER000407,5d1b08bd81af,2026-01-01 15:54:09.920359,36,16.01,14,2,75.56,Desktop,Firefox,US
USER000408,294d641e6af2,2026-01-20 04:54:09.920362,21,10.39,12,2,31.16,Mobile,Chrome,US
USER000409,233d6484b1d5,2026-01-21 23:54:09.920365,37,14.1,17,2,154.85,Desktop,Edge,UK
USER000410,1966638400c2,2026-01-15 17:54:09.920369,24,21.34,23,1,55.58,Desktop,Safari,JP
USER000411,ca0f655f0748,2025-12-30 06:54:09.920372,25,11.53,18,2,348.14,Mobile,Chrome,UK
USER000412,a27b44d19146,2026-01-24 06:54:09.920375,7,104.18,19,1,96.57,Desktop,Firefox,CA
USER000413,f5e8893b9a23,2026-01-11 13:54:09.920378,42,81.13,19,0,24.11,Desktop,Safari,IN
USER000414,6c8945a4ff43,2026-01-16 17:54:09.920381,17,61.36,16,2,25.96,Mobile,Chrome,US
USER000415,a7f69e90573a,2026-01-01 05:54:09.920385,29,16.44,18,1,200.67,Mobile,Safari,CA
USER000416,af992df3ec38,2026-01-16 03:54:09.920388,30,35.26,21,4,23.32,Mobile,Firefox,JP
USER000417,f277a17990d1,2025-12-28 12:54:09.920391,7,69.94,19,1,192.46,Desktop,Safari,IN
USER000418,d30138891d25,2026-01-23 08:54:09.920393,33,57.0,14,1,123.51,Mobile,Safari,US
USER000419,8b66c08217d2,2026-01-14 11:54:09.920395,7,16.05,24,1,95.01,Mobile,Firefox,UK
USER000420,cb21fcef9143,2026-01-13 06:54:09.920397,24,3.58,19,0,193.99,Desktop,Safari,IN
USER000421,54d5066bf732,2026-01-21 02:54:09.920399,11,2.36,22,1,151.31,Mobile,Chrome,AU
USER000422,07018d5d337e,2025-12-31 10:54:09.920400,9,25.82,14,1,72.69,Desktop,Safari,AU
USER000423,791e252c38d8,2025-12-31 15:54:09.920402,12,30.87,18,0,14.04,Desktop,Edge,AU
USER000424,2ac3abb7ea06,2026-01-22 20:54:09.920404,35,56.88,17,1,125.31,Desktop,Chrome,FR
USER000425,f45cb3b6b8c8,2025-12-31 16:54:09.920406,4,10.38,21,1,34.75,Desktop,Safari,AU
USER000426,0863511fcbbf,2026-01-04 02:54:09.920408,36,5.5,18,2,37.59,Desktop,Edge,DE
USER000427,c67019123bfa,2026-01-22 19:54:09.920409,28,14.29,17,0,70.74,Mobile,Edge,US
USER000428,e3d5e3d21fcf,2026-01-22 16:54:09.920411,13,13.09,21,2,49.3,Desktop,Edge,AU
USER000429,1d61eb08948b,2026-01-11 07:54:09.920413,23,4.26,20,2,77.36,Tablet,Safari,IN
USER000430,91cc23b9b7df,2026-01-20 18:54:09.920415,19,33.47,14,1,66.71,Mobile,Firefox,JP
USER000431,866becc9ceef,2026-01-11 13:54:09.920416,42,21.32,21,3,89.09,Desktop,Edge,DE
USER000432,7051ac526a75,2026-01-24 09:54:09.920418,37,38.31,19,2,117.63,Desktop,Firefox,DE
USER000433,a40854ebd9ee,2026-01-09 12:54:09.920420,39,13.05,19,2,218.36,Mobile,Chrome,DE
USER000434,08b2e6707414,2026-01-12 16:54:09.920422,24,11.82,23,1,136.85,Mobile,Firefox,CA
USER000435,fa482baab126,2026-01-07 18:54:09.920424,16,19.19,17,2,111.93,Desktop,Firefox,IN
USER000436,61f80db23861,2026-01-03 09:54:09.920426,33,62.97,18,2,60.97,Desktop,Firefox,CA
USER000437,0052575e9a9c,2026-01-16 10:54:09.920427,12,1.23,22,1,53.57,Mobile,Firefox,DE
USER000438,18f06da2d9b2,2026-01-11 07:54:09.920429,34,49.02,27,1,11.03,Desktop,Firefox,FR
USER000439,7b47bddb37d3,2026-01-08 01:54:09.920431,7,13.81,23,1,63.91,Mobile,Chrome,AU
USER000440,19ac5f2a7fe8,2026-01-09 13:54:09.920433,11,57.85,26,2,126.61,Mobile,Chrome,JP
USER000441,8ffb4ac02640,2026-01-19 05:54:09.920435,31,48.62,22,1,19.04,Desktop,Firefox,US
USER000442,2d4674ec7fba,2025-12-25 18:54:09.920437,29,12.87,20,2,71.67,Desktop,Firefox,IN
USER000443,733e2ccac87c,2025-12-26 23:54:09.920465,13,35.51,13,0,87.63,Desktop,Edge,FR
USER000444,dde25e8cc379,2026-01-20 14:54:09.920469,31,5.22,24,2,106.15,Mobile,Chrome,UK
USER000445,0ed7288d2d00,2026-01-10 14:54:09.920472,2,67.98,22,1,117.02,Desktop,Safari,CA
USER000446,d93e9ecd73af,2026-01-07 08:54:09.920474,39,15.55,16,1,152.54,Desktop,Chrome,AU
USER000447,d75680ac4cbd,2026-01-03 06:54:09.920476,15,18.24,15,2,24.13,Mobile,Safari,AU
USER000448,9cfbca576205,2026-01-20 10:54:09.920478,11,36.7,17,0,96.85,Desktop,Edge,UK
USER000449,2b0d0090163c,2026-01-03 07:54:09.920480,34,51.58,16,0,82.7,Desktop,Firefox,UK
USER000450,aa697e6d1a42,2026-01-18 08:54:09.920482,39,8.09,16,1,11.19,Mobile,Edge,IN
USER000451,838e809a93c0,2026-01-23 17:54:09.920484,4,32.48,18,2,208.8,Desktop,Firefox,AU
USER000452,d1ed6d07af00,2025-12-30 16:54:09.920486,11,14.93,14,3,150.04,Tablet,Chrome,UK
USER000453,22d0742e0333,2026-01-08 10:54:09.920487,29,13.8,14,3,35.41,Mobile,Firefox,AU
USER000454,2962e5c26ef3,2026-01-04 09:54:09.920489,2,35.14,18,1,51.08,Desktop,Safari,FR
USER000455,bb9d2311d9c6,2025-12-30 17:54:09.920491,16,14.69,21,0,58.5,Desktop,Safari,IN
USER000456,b19c9d11df6c,2026-01-23 03:54:09.920493,39,12.74,21,2,205.1,Desktop,Edge,JP
USER000457,71fc8514eef2,2026-01-12 08:54:09.920495,13,54.22,13,2,126.58,Mobile,Chrome,UK
USER000458,99f917ff26d0,2026-01-17 20:54:09.920497,37,3.2,24,1,122.67,Desktop,Safari,FR
USER000459,4c92c611a6fd,2026-01-18 06:54:09.920499,17,33.8,30,0,87.43,Tablet,Edge,FR
USER000460,6d08f15f4370,2025-12-26 15:54:09.920501,21,8.58,18,1,157.59,Mobile,Chrome,UK
USER000461,c662a6d70c8a,2026-01-04 23:54:09.920503,44,0.47,24,2,8.05,Desktop,Chrome,IN
USER000462,0d69ef14ddbb,2026-01-21 09:54:09.920504,19,5.47,16,1,70.31,Mobile,Edge,AU
USER000463,6546af075773,2025-12-29 01:54:09.920506,7,27.99,15,2,156.34,Desktop,Safari,JP
USER000464,6121a423e210,2026-01-20 18:54:09.920508,38,37.05,19,1,149.84,Mobile,Safari,DE
USER000465,e3cab9232e4e,2026-01-14 20:54:09.920510,8,0.64,17,0,201.95,Mobile,Edge,AU
USER000466,3b5c3b33b984,2026-01-15 13:54:09.920512,13,1.11,18,1,162.69,Desktop,Safari,US
USER000467,629d1952ca21,2025-12-26 16:54:09.920514,37,69.85,19,1,43.12,Desktop,Edge,UK
USER000468,a81d3d02daa0,2025-12-27 20:54:09.920515,2,2.28,27,0,26.86,Mobile,Safari,CA
USER000469,886d0a8197f1,2026-01-18 17:54:09.920517,41,67.38,10,0,103.94,Mobile,Safari,IN
USER000470,1a52aeee698e,2026-01-17 21:54:09.920519,11,7.77,18,1,212.14,Tablet,Edge,UK
USER000471,886fe1bcd63b,2026-01-03 08:54:09.920521,24,40.41,23,0,59.33,Desktop,Edge,US
USER000472,2ceddf87738f,2026-01-02 17:54:09.920523,6,11.12,22,1,100.36,Desktop,Safari,FR
USER000473,8ed90238f352,2025-12-29 18:54:09.920525,26,58.72,22,3,195.51,Desktop,Edge,CA
USER000474,1f355fcd8775,2025-12-27 22:54:09.920527,7,36.16,18,1,39.12,Mobile,Safari,CA
USER000475,4f80ae9472d7,2026-01-02 10:54:09.920529,39,15.42,24,2,212.83,Desktop,Firefox,AU
USER000476,15a634f11678,2026-01-10 04:54:09.920530,19,2.38,16,1,20.29,Desktop,Chrome,DE
USER000477,c90838c10918,2026-01-05 15:54:09.920532,6,39.58,15,1,101.89,Mobile,Chrome,AU
USER000478,b00502d44c3b,2026-01-19 03:54:09.920534,43,28.78,18,0,131.05,Mobile,Safari,IN
USER000479,8ddf8b7ea83f,2026-01-10 06:54:09.920536,29,0.09,20,1,143.28,Desktop,Chrome,CA
USER000480,91282dc42455,2026-01-12 08:54:09.920538,43,0.28,27,1,20.87,Desktop,Safari,JP
USER000481,3487219aeade,2026-01-09 09:54:09.920540,39,49.63,17,0,109.96,Mobile,Edge,JP
USER000482,3cc7c492eb2c,2025-12-29 03:54:09.920541,2,9.01,21,2,42.74,Desktop,Firefox,CA
USER000483,f188a65ff8e1,2026-01-06 08:54:09.920543,19,30.33,25,1,102.76,Desktop,Chrome,JP
USER000484,2e0c1aa222d1,2026-01-23 01:54:09.920545,4,18.17,25,1,77.37,Desktop,Chrome,JP
USER000485,1100f62dbe28,2025-12-26 14:54:09.920547,6,59.73,22,0,11.75,Mobile,Edge,DE
USER000486,cb80c6b3a96d,2026-01-08 05:54:09.920549,49,74.65,21,2,180.82,Mobile,Firefox,IN
USER000487,1686cf3effb6,2026-01-14 13:54:09.920551,37,172.41,16,2,72.12,Desktop,Firefox,UK
USER000488,4a8b7a9cb533,2026-01-15 20:54:09.920552,28,5.01,23,1,238.66,Desktop,Firefox,DE
USER000489,15df2b993d3b,2025-12-29 16:54:09.920554,30,59.63,24,1,74.12,Mobile,Edge,FR
USER000490,51de17406292,2025-12-29 20:54:09.920556,7,9.28,27,1,119.95,Tablet,Chrome,AU
USER000491,06231accf440,2026-01-21 13:54:09.920558,9,26.81,27,0,60.76,Mobile,Chrome,JP
USER000492,b05cf03c75dc,2026-01-18 05:54:09.920560,25,21.14,19,2,85.61,Tablet,Firefox,UK
USER000493,da00c8b3c308,2025-12-31 13:54:09.920562,33,0.54,13,2,114.88,Mobile,Edge,AU
